"loc","loc.correct","Freq"
"brazil_sao paulo_brotas_itirapina road with turnoff road to campo alegre","",2
"brazil_sao paulo_brotas_itirapina road, with the road to campo alegre","",2
"brazil_sao paulo_brotas_north of intersection of brotas itarapina road with the road to campo alegre","",2
"brazil_sao paulo_brotas_northeast of the intersection of the brotas itirapina road with the road to campo alegre","",2
"brazil_sao paulo_brotas_northwest of intersection of the road to campo alegre with the itirapina brotas road, roadside 70 m","",2
"brazil_sao paulo_brotas_northwest of intersection of the road to campo alegre, brotas road, roadside 70 m from intersection","",2
"brazil_sao paulo_brotas_northwest of the intersection of brotas itairapina road with the road to campo alegre","",2
"brazil_sao paulo_brotas_northwest side of intersection of the brotas itirapina road with the road to campo grande","",2
"brazil_sao paulo_brotas_northwest side of intersetion of the brotas itirapina road with the road to campo alegre","",2
"brazil_sao paulo_brotas_northwest side of the intersection of brotas itairapina road with the road to campo alegre","",2
"brazil_sao paulo_brotas_nw of intersectiom of road to campo alegre with the brotas itirapina road","",2
"brazil_sao paulo_brotas_nw of the intersection of the brotas itiparina road with the road to campo alegre","",2
"brazil_sao paulo_brotas_nw of the intersection of the brotas itirapina road with the road to campo alegre","",2
"brazil_sao paulo_brotas_perto intersecao brotas itirapina estrada com desvio para campo alegre","",2
"brazil_sao paulo_brotas_s22°15'54' w47°55'30'","",2
"brazil_sao paulo_brotas_s22°15'54"" w47°55'30","",2
"brazil_sao paulo_brotas_s22°15'54"" w47°55'30""","",2
"brazil_sao paulo_brotas_s22°15'54"""" w47°55'30","",2
"brazil_sao paulo_brotas_santa catarina","",2
"brazil_sao paulo_brotas_sitio 7 quedas trilha felicidade que leva a cachoeira coqueiros","",2
"brazil_sao paulo_brotas_sitio sete quedas","",2
"brazil_sao paulo_brotas_vila sao sebastiao serra","",2
"brazil_sao paulo_brotas_west of intersection of itirapina brotas road with turnoff road to campo alegre","",2
"brazil_sao paulo_buquira","",2
"brazil_sao paulo_butanta","",2
"brazil_sao paulo_by intersection of brotas","",2
"brazil_sao paulo_ca 1 1","",2
"brazil_sao paulo_ca 1 2 km west e a little north of the intersection of the brotas","",2
"brazil_sao paulo_ca 10 km sw jundiai","",2
"brazil_sao paulo_ca 10 km sw jundiai_ca 10 km sw jundiai","",2
"brazil_sao paulo_cabreuva_cabeuva","",2
"brazil_sao paulo_cabreuva_estacao experimental","",2
"brazil_sao paulo_cabreuva_estrada pirapora a caberuva","",2
"brazil_sao paulo_cabreuva_jardim botanico","",2
"brazil_sao paulo_cabreuva_pirapora","",2
"brazil_sao paulo_cabreuva_pirapora a cabreuva","",2
"brazil_sao paulo_cabreuva_resquicio mata","",2
"brazil_sao paulo_cabreuva_rodovia cabreuva itu","",2
"brazil_sao paulo_cabreuva_rodovia marechal rondon a 5 km salto","",2
"brazil_sao paulo_cabreuva_rodovia marechal rondon a 5km salto terreno pedregoso","",2
"brazil_sao paulo_cabreuva_rodovia marechal ronon","",2
"brazil_sao paulo_cabreuva_serra japi sitio 7 luas","",2
"brazil_sao paulo_cachoeira paulista_estrada vicinal entre cachoeira paulista e lorena","",2
"brazil_sao paulo_cachoeira paulista_estrada vicinal passando pela cachoeriao bocaina","",2
"brazil_sao paulo_cachoeira paulista_estrada vicinal passando pelo cachoeirao bocaina, barranco estrada","",2
"brazil_sao paulo_cachoeira paulista_estradda vicinal passando pelo cachoeirao bocaina","",2
"brazil_sao paulo_cachoeira piloes","",2
"brazil_sao paulo_cajamar_em mata a beira rodovia anhanguera km 48","",2
"brazil_sao paulo_cajamar_estrada cajamar","",2
"brazil_sao paulo_cajamar_estrada para juindiai","",2
"brazil_sao paulo_cajamar_km 42 rodovia bandeirantes","",2
"brazil_sao paulo_cajamar_natura","",2
"brazil_sao paulo_cajamar_proximidades cajamar","",2
"brazil_sao paulo_cajamar_rodovia bandeirantes","",2
"brazil_sao paulo_cajati_rodovia regis bitencourt","",2
"brazil_sao paulo_cambaquara","",2
"brazil_sao paulo_cambaquara_cambaquara","",2
"brazil_sao paulo_caminho cachoeira grande","",2
"brazil_sao paulo_camino tierra desde la reserva biologica alto serra paranapiacaba hacia paranapiacaba","",2
"brazil_sao paulo_camino tierra desde la reserva biologica alto serra paranapiacaba hacia paranapiacaba_camino tierra desde la reserva biologica alto serra paranapiacaba hacia paranapiacaba","",2
"brazil_sao paulo_campinal_mata malabar ii","",2
"brazil_sao paulo_campinas_""fazenda santa elisa""","",2
"brazil_sao paulo_campinas_a 8 km estrada campinas","",2
"brazil_sao paulo_campinas_area relevante interesse biologico mata santa genebra","",2
"brazil_sao paulo_campinas_arie "" mata santa genebra""","",2
"brazil_sao paulo_campinas_beira estrada","",2
"brazil_sao paulo_campinas_biologicas e agricolas","",2
"brazil_sao paulo_campinas_brejo ca","",2
"brazil_sao paulo_campinas_centro recreacao","",2
"brazil_sao paulo_campinas_circa 2","",2
"brazil_sao paulo_campinas_distrito joaquim egydio","",2
"brazil_sao paulo_campinas_estrada cesp","",2
"brazil_sao paulo_campinas_estrada dom pedro i km 113","",2
"brazil_sao paulo_campinas_estrada para campinas","",2
"brazil_sao paulo_campinas_estrada souzas pedreiras","",2
"brazil_sao paulo_campinas_estrada souzas pedreiras km 10","",2
"brazil_sao paulo_campinas_estufa instituto agronomico campinas sp","",2
"brazil_sao paulo_campinas_iac","",2
"brazil_sao paulo_campinas_interior mata","",2
"brazil_sao paulo_campinas_jardim residencial","",2
"brazil_sao paulo_campinas_mata em frente a escola estadual fisico sergio pereira porto","",2
"brazil_sao paulo_campinas_mata fazenda espitito santo","",2
"brazil_sao paulo_campinas_mata macuco campinas","",2
"brazil_sao paulo_campinas_mata santana atalaia campinas","",2
"brazil_sao paulo_campinas_mta fazenda recreio","",2
"brazil_sao paulo_campinas_na beirada estrada","",2
"brazil_sao paulo_campinas_represa slato grande","",2
"brazil_sao paulo_campinas_reserva muncipal santa genebra","",2
"brazil_sao paulo_campinas_reserva municipal santa genabra","",2
"brazil_sao paulo_campinas_reserva sousas, fazenda santa","",2
"brazil_sao paulo_campinas_resrva municipal santa genebra","",2
"brazil_sao paulo_campinas_ribeirao cachoeira sousas","",2
"brazil_sao paulo_campinas_sanat genebra forest reserve","",2
"brazil_sao paulo_campinas_siub distrito souzas","",2
"brazil_sao paulo_campinas_unidade desenvolvimento ambiental","",2
"brazil_sao paulo_camping ana paula regiao sul municipio se sp","",2
"brazil_sao paulo_camping pico olho agua","",2
"brazil_sao paulo_camping pico olho agua_camping pico olho agua","",2
"brazil_sao paulo_campo emas","",2
"brazil_sao paulo_campo jardim","",2
"brazil_sao paulo_campo jardim_campo jardim","",2
"brazil_sao paulo_campo sujo proximo a sede","",2
"brazil_sao paulo_campos cunha_parque estadual serrra mar","",2
"brazil_sao paulo_campos jordao_""trilha para o bauzinho","",2
"brazil_sao paulo_campos jordao_10 km horto florestal","",2
"brazil_sao paulo_campos jordao_2km s campos jordao","",2
"brazil_sao paulo_campos jordao_8 km horto florestal","",2
"brazil_sao paulo_campos jordao_a mais ou menos 100 km ao norte sao jose campos","",2
"brazil_sao paulo_campos jordao_a sao jose alpes","",2
"brazil_sao paulo_campos jordao_acesso ao parque estadual campo jordao horto florestal","",2
"brazil_sao paulo_campos jordao_ad campos jordao","",2
"brazil_sao paulo_campos jordao_afluente corrego campo meio","",2
"brazil_sao paulo_campos jordao_afluente corrego rio sapucai","",2
"brazil_sao paulo_campos jordao_alto ferradura","",2
"brazil_sao paulo_campos jordao_altos paiol","",2
"brazil_sao paulo_campos jordao_ao lado efe 2","",2
"brazil_sao paulo_campos jordao_area perturbada","",2
"brazil_sao paulo_campos jordao_arvore n°41","",2
"brazil_sao paulo_campos jordao_avenida emilio ribas","",2
"brazil_sao paulo_campos jordao_bairro jaguaribe","",2
"brazil_sao paulo_campos jordao_bairro mello","",2
"brazil_sao paulo_campos jordao_below main parking","",2
"brazil_sao paulo_campos jordao_borda mata na beira estrada","",2
"brazil_sao paulo_campos jordao_borda mata na beira estrada, estrada pedrinhas em direcao ao parque estadual campos jordao","",2
"brazil_sao paulo_campos jordao_bosque nas proximidade auditorio","",2
"brazil_sao paulo_campos jordao_cachoeira cassununga","",2
"brazil_sao paulo_campos jordao_caminho ca cachoeira","",2
"brazil_sao paulo_campos jordao_caminho para a gruta crioulos","",2
"brazil_sao paulo_campos jordao_caminho para o horto","",2
"brazil_sao paulo_campos jordao_caminho sao jose","",2
"brazil_sao paulo_campos jordao_caminhopara sao jose alpes","",2
"brazil_sao paulo_campos jordao_camos jordao","",2
"brazil_sao paulo_campos jordao_campo","",2
"brazil_sao paulo_campos jordao_campo futebol","",2
"brazil_sao paulo_campos jordao_campo moreiros","",2
"brazil_sao paulo_campos jordao_centro cultural","",2
"brazil_sao paulo_campos jordao_cidade e arredores pico itapeva +","",2
"brazil_sao paulo_campos jordao_circa 1","",2
"brazil_sao paulo_campos jordao_circa 3km engarrafadora minalva","",2
"brazil_sao paulo_campos jordao_circa 3km w engarrafadora minalva","",2
"brazil_sao paulo_campos jordao_circa 4 km nw of pico itapeva","",2
"brazil_sao paulo_campos jordao_coletada na chacara lagoinha","",2
"brazil_sao paulo_campos jordao_coletada nas proximidades cidade","",2
"brazil_sao paulo_campos jordao_coletado e cultivado na arborizacao urbana","",2
"brazil_sao paulo_campos jordao_coletado no horto florestal","",2
"brazil_sao paulo_campos jordao_comum nos campos umuarama","",2
"brazil_sao paulo_campos jordao_corrego afluente galharada","",2
"brazil_sao paulo_campos jordao_corrego recanto mimosas","",2
"brazil_sao paulo_campos jordao_crescendo a margem estrada","",2
"brazil_sao paulo_campos jordao_cultivada em sao paulo","",2
"brazil_sao paulo_campos jordao_cultivada na arborizacao urbana","",2
"brazil_sao paulo_campos jordao_cultivada na fazenda lagoinha","",2
"brazil_sao paulo_campos jordao_cultivada no jardim lagoinha","",2
"brazil_sao paulo_campos jordao_cultivado como ornamental","",2
"brazil_sao paulo_campos jordao_cultivado no horto oswaldo cruz","",2
"brazil_sao paulo_campos jordao_descanaopolis horto","",2
"brazil_sao paulo_campos jordao_divisa com pidamonhangaba","",2
"brazil_sao paulo_campos jordao_divisa com pindamonhan","",2
"brazil_sao paulo_campos jordao_divisa com sao jose alpes","",2
"brazil_sao paulo_campos jordao_efe 01 folha cartografica sf","",2
"brazil_sao paulo_campos jordao_efe 2","",2
"brazil_sao paulo_campos jordao_entre campos jordao e eng","",2
"brazil_sao paulo_campos jordao_entre campos jordao e piranguci","",2
"brazil_sao paulo_campos jordao_entre juqueiva e campos jordao","",2
"brazil_sao paulo_campos jordao_epifita","",2
"brazil_sao paulo_campos jordao_estacao fitoecologica","",2
"brazil_sao paulo_campos jordao_estadual instituto florestal","",2
"brazil_sao paulo_campos jordao_estrada acesso a itajuba proximo ao parque estadual","",2
"brazil_sao paulo_campos jordao_estrada alpes sao jose","",2
"brazil_sao paulo_campos jordao_estrada antiga campos jordao a san","",2
"brazil_sao paulo_campos jordao_estrada antiga campos jordao a sto antonio pinhais","",2
"brazil_sao paulo_campos jordao_estrada campos jordao a itatiaia","",2
"brazil_sao paulo_campos jordao_estrada campos jordao a monteiro lobato","",2
"brazil_sao paulo_campos jordao_estrada campos jordao para sao bento sapucai","",2
"brazil_sao paulo_campos jordao_estrada campos jordao santo antonio pinhal","",2
"brazil_sao paulo_campos jordao_estrada campos jordao sao bento sa","",2
"brazil_sao paulo_campos jordao_estrada em direcao a prefeitura","",2
"brazil_sao paulo_campos jordao_estrada entre reserva instituto florestal parta sao jose alpes","",2
"brazil_sao paulo_campos jordao_estrada horto florestal","",2
"brazil_sao paulo_campos jordao_estrada juqueiva","",2
"brazil_sao paulo_campos jordao_estrada monteiro lobato campos jordao","",2
"brazil_sao paulo_campos jordao_estrada par pindamonhangaba","",2
"brazil_sao paulo_campos jordao_estrada para abernessia","",2
"brazil_sao paulo_campos jordao_estrada para minas","",2
"brazil_sao paulo_campos jordao_estrada para o circuito agua santa, margem estrada","",2
"brazil_sao paulo_campos jordao_estrada para o horto","",2
"brazil_sao paulo_campos jordao_estrada para o pico itatiaia","",2
"brazil_sao paulo_campos jordao_estrada para pico itapeva km 6","",2
"brazil_sao paulo_campos jordao_estrada para sao jose alpes parque estadual","",2
"brazil_sao paulo_campos jordao_estrada para taubate","",2
"brazil_sao paulo_campos jordao_estrada para usina fojo","",2
"brazil_sao paulo_campos jordao_estrada para usinha fojo","",2
"brazil_sao paulo_campos jordao_estrada pico itapeva","",2
"brazil_sao paulo_campos jordao_estrada rodagem juqueiva","",2
"brazil_sao paulo_campos jordao_estrada rodagem taubate","",2
"brazil_sao paulo_campos jordao_estrada rodagem taubate campos jordao","",2
"brazil_sao paulo_campos jordao_estrada sao jose alpes +","",2
"brazil_sao paulo_campos jordao_estrada sao jose campos","",2
"brazil_sao paulo_campos jordao_estrada sp","",2
"brazil_sao paulo_campos jordao_estrada umuarama","",2
"brazil_sao paulo_campos jordao_fazenda ceu estrelado","",2
"brazil_sao paulo_campos jordao_fazenda guarda, parque estadual campos jordao, estrada areal","",2
"brazil_sao paulo_campos jordao_fazenda lavrinhas","",2
"brazil_sao paulo_campos jordao_fazenda sao francisco","",2
"brazil_sao paulo_campos jordao_fazenda sao sebastiao ribeirao grande","",2
"brazil_sao paulo_campos jordao_fazenda silvestre","",2
"brazil_sao paulo_campos jordao_floresta ao lado auditorio estado","",2
"brazil_sao paulo_campos jordao_floresta atlantica","",2
"brazil_sao paulo_campos jordao_folha cartografica sf 24 y b coordenada coletada","",2
"brazil_sao paulo_campos jordao_folha sf","",2
"brazil_sao paulo_campos jordao_folha sf 23 yb","",2
"brazil_sao paulo_campos jordao_horto florestal campo jordao","",2
"brazil_sao paulo_campos jordao_itapeva","",2
"brazil_sao paulo_campos jordao_junqueira","",2
"brazil_sao paulo_campos jordao_juqueira","",2
"brazil_sao paulo_campos jordao_limites pq","",2
"brazil_sao paulo_campos jordao_locality not transcribed for catalog no","",2
"brazil_sao paulo_campos jordao_mata propriedade villares","",2
"brazil_sao paulo_campos jordao_mata umida","",2
"brazil_sao paulo_campos jordao_mirante pedra bau","",2
"brazil_sao paulo_campos jordao_mirante reserva horto florestal","",2
"brazil_sao paulo_campos jordao_mirante sao jose alpes","",2
"brazil_sao paulo_campos jordao_monumento natural pedra bau","",2
"brazil_sao paulo_campos jordao_morro elefente","",2
"brazil_sao paulo_campos jordao_na rodovia","",2
"brazil_sao paulo_campos jordao_nas proximidades fonte renato","",2
"brazil_sao paulo_campos jordao_nativa a estrada cidade","",2
"brazil_sao paulo_campos jordao_nativa em pico itapeva","",2
"brazil_sao paulo_campos jordao_nativo na vila capivari","",2
"brazil_sao paulo_campos jordao_no data provided on label of catalog no","",2
"brazil_sao paulo_campos jordao_no specific","",2
"brazil_sao paulo_campos jordao_num campo alto","",2
"brazil_sao paulo_campos jordao_paque nacional campos jordao","",2
"brazil_sao paulo_campos jordao_parque e","",2
"brazil_sao paulo_campos jordao_parque est c, estacao filoecologica n°1","",2
"brazil_sao paulo_campos jordao_parque estadua campos jordao","",2
"brazil_sao paulo_campos jordao_parque estaduac campos jordao","",2
"brazil_sao paulo_campos jordao_parque estadual ao longo trilha cachoeira","",2
"brazil_sao paulo_campos jordao_parque estadual c, estacao fitoecologica folha cartografica sf","",2
"brazil_sao paulo_campos jordao_parque estadual c, estacao fitoecologica nº1","",2
"brazil_sao paulo_campos jordao_parque estadual instituto florestal material coletado na regiao pinheiro chato","",2
"brazil_sao paulo_campos jordao_parque estatudal campos jordao","",2
"brazil_sao paulo_campos jordao_parque estaudal campos jordao","",2
"brazil_sao paulo_campos jordao_parque fllorestal","",2
"brazil_sao paulo_campos jordao_parque florestal folha cartografica sf","",2
"brazil_sao paulo_campos jordao_parque junto ao estacionamento","",2
"brazil_sao paulo_campos jordao_parque nacional","",2
"brazil_sao paulo_campos jordao_pecj efe 1 folha cartografica sf","",2
"brazil_sao paulo_campos jordao_pecj sao jose alpes","",2
"brazil_sao paulo_campos jordao_perto sao jose campos","",2
"brazil_sao paulo_campos jordao_pico diamante","",2
"brazil_sao paulo_campos jordao_pico ferradura","",2
"brazil_sao paulo_campos jordao_pico imbira","",2
"brazil_sao paulo_campos jordao_pico itapeva, allong a small paved road descending from the main road about 50 m below the main parking area to fazenda mirante","",2
"brazil_sao paulo_campos jordao_pico itapeva, beira estrada","",2
"brazil_sao paulo_campos jordao_pousada 3 pinheiros","",2
"brazil_sao paulo_campos jordao_propriedade particular vale runas","",2
"brazil_sao paulo_campos jordao_proximo a fazenda lavrinhas","",2
"brazil_sao paulo_campos jordao_proximo estrada para eugenio lefevre","",2
"brazil_sao paulo_campos jordao_proximo itapeva","",2
"brazil_sao paulo_campos jordao_regiao cedro vermelho subosque um reflorestamento antigo araucaria","",2
"brazil_sao paulo_campos jordao_regiao espigao moinho","",2
"brazil_sao paulo_campos jordao_regiao paiol","",2
"brazil_sao paulo_campos jordao_regiao pinheiro chato","",2
"brazil_sao paulo_campos jordao_regiao reizinho","",2
"brazil_sao paulo_campos jordao_regiao ribeirao","",2
"brazil_sao paulo_campos jordao_renopolis","",2
"brazil_sao paulo_campos jordao_reserva a oeste cidade","",2
"brazil_sao paulo_campos jordao_reserva entre instituto florestal a sao jose alpes","",2
"brazil_sao paulo_campos jordao_reserva florestal campos jordao","",2
"brazil_sao paulo_campos jordao_reserva insituto florestal, estrada para paiol","",2
"brazil_sao paulo_campos jordao_reserva instituto floresta, estrada para o paiol","",2
"brazil_sao paulo_campos jordao_reserva instituto florestal subida para sao jos","",2
"brazil_sao paulo_campos jordao_reserva instituto florestal subida para sao jose alpes","",2
"brazil_sao paulo_campos jordao_reserva parque","",2
"brazil_sao paulo_campos jordao_residencia governador","",2
"brazil_sao paulo_campos jordao_rodivia sp 123","",2
"brazil_sao paulo_campos jordao_rodovia monteiro lobato","",2
"brazil_sao paulo_campos jordao_rodovia pico itapeva","",2
"brazil_sao paulo_campos jordao_rodovia sp","",2
"brazil_sao paulo_campos jordao_rua orquideas","",2
"brazil_sao paulo_campos jordao_sanatorio s","",2
"brazil_sao paulo_campos jordao_santo antonio pinhao","",2
"brazil_sao paulo_campos jordao_sao jose alpes +","",2
"brazil_sao paulo_campos jordao_sentido sao jose alpes","",2
"brazil_sao paulo_campos jordao_serra mantiqueira, estrada p","",2
"brazil_sao paulo_campos jordao_serra para campos jordao, estrada","",2
"brazil_sao paulo_campos jordao_solo umido","",2
"brazil_sao paulo_campos jordao_sub espontaneo no caminho para o pico itatiaia","",2
"brazil_sao paulo_campos jordao_subida para o parque, fazenda lavrinhas","",2
"brazil_sao paulo_campos jordao_v","",2
"brazil_sao paulo_campos jordao_yo","",2
"brazil_sao paulo_campos jordao_yo","",2
"brazil_sao paulo_campos sete lagoas","",2
"brazil_sao paulo_campos sete lagoas""","",2
"brazil_sao paulo_canal vale grande","",2
"brazil_sao paulo_canal vale grande_canal vale grande","",2
"brazil_sao paulo_canan4ia","",2
"brazil_sao paulo_canan4ia_canan4ia","",2
"brazil_sao paulo_cananaia","",2
"brazil_sao paulo_cananaia_cananaia","",2
"brazil_sao paulo_cananeia","",2
"brazil_sao paulo_cananeia water front","",2
"brazil_sao paulo_cananeia water front_cananeia water front","",2
"brazil_sao paulo_cananeia_""parque estadual ilha cardoso","",2
"brazil_sao paulo_cananeia_15 km n fo cananeia","",2
"brazil_sao paulo_cananeia_31 rodovia sp 226, fazenda folha larga","",2
"brazil_sao paulo_cananeia_5 rodovia br 226","",2
"brazil_sao paulo_cananeia_5 rodovia sp 233","",2
"brazil_sao paulo_cananeia_5 rodovia sp231","",2
"brazil_sao paulo_cananeia_7km south of pariquera acu on road to cananeia","",2
"brazil_sao paulo_cananeia_along road drom bay side of island to finishing village on ocean side, road side, road is cut through virgin medium tall 'restinga' forest","",2
"brazil_sao paulo_cananeia_along road drom bay side of island to finishing village on ocean side, road side, road is cut through virgin medium tall ""restinga"" forest","",2
"brazil_sao paulo_cananeia_along road from bay side of islan to fishing village on ocean side, road is cut through virgin medium tall restinga forest","",2
"brazil_sao paulo_cananeia_along road from bay side of island to fishing village on ocean side","",2
"brazil_sao paulo_cananeia_ao lado estrada que acesso a ilha","",2
"brazil_sao paulo_cananeia_area transicao mata atlantica","",2
"brazil_sao paulo_cananeia_arrededores fazenda aroeira","",2
"brazil_sao paulo_cananeia_bairro itapitangui","",2
"brazil_sao paulo_cananeia_bairro jabaquara","",2
"brazil_sao paulo_cananeia_bairro mandira","",2
"brazil_sao paulo_cananeia_base ofountain back of oceanographic station","",2
"brazil_sao paulo_cananeia_beira estrada em mata restinga e em torno estacao","",2
"brazil_sao paulo_cananeia_between cananeia and jacapiranga","",2
"brazil_sao paulo_cananeia_cananaia","",2
"brazil_sao paulo_cananeia_capuava","",2
"brazil_sao paulo_cananeia_centro pesquisas","",2
"brazil_sao paulo_cananeia_circa 12km n of cananeia","",2
"brazil_sao paulo_cananeia_circa 2m from the sea easter side of ilha cardoso","",2
"brazil_sao paulo_cananeia_circa 3km nw of the center of cananeia town","",2
"brazil_sao paulo_cananeia_circa21km due nnw of jacupiranga to cananeira","",2
"brazil_sao paulo_cananeia_comunidade maruja","",2
"brazil_sao paulo_cananeia_costa sul estado sao paulo","",2
"brazil_sao paulo_cananeia_cult","",2
"brazil_sao paulo_cananeia_edge of rain forest","",2
"brazil_sao paulo_cananeia_encosta morro maruja","",2
"brazil_sao paulo_cananeia_estrada","",2
"brazil_sao paulo_cananeia_estrada acesso a propriedade senhorflavio","",2
"brazil_sao paulo_cananeia_estrada balsa, parque estadual lagamar cananeia","",2
"brazil_sao paulo_cananeia_estrada para a base ilha cardoso","",2
"brazil_sao paulo_cananeia_estrada para morro captacao","",2
"brazil_sao paulo_cananeia_estrada para o morro d","",2
"brazil_sao paulo_cananeia_estrada paraquera acu, 4 km estrada terra","",2
"brazil_sao paulo_cananeia_estrada parequera acu, 4km estrada terra","",2
"brazil_sao paulo_cananeia_estrada pariquera acu cananeia, beira estrada","",2
"brazil_sao paulo_cananeia_estrada pariquera acu, 4km estrada terra, beira estrada","",2
"brazil_sao paulo_cananeia_estrada pariquera acu, estrada terra","",2
"brazil_sao paulo_cananeia_estrada parqieuera acu, 4 km estrada terra","",2
"brazil_sao paulo_cananeia_estrada parqieura acu, 4km estrada terra","",2
"brazil_sao paulo_cananeia_extremo sudeste parque estadual jacupiranga","",2
"brazil_sao paulo_cananeia_fazenda aroiera","",2
"brazil_sao paulo_cananeia_fazenda folha larga trilha vitoria","",2
"brazil_sao paulo_cananeia_floresta","",2
"brazil_sao paulo_cananeia_floresta ombrofila densa baixo montana e floresta sobre restinga degradada por inicio implantacao loteamento","",2
"brazil_sao paulo_cananeia_floresta ombrofila densa montana e floresta sobre restinga degradada por inicio implantacao loteamento","",2
"brazil_sao paulo_cananeia_halfway between cananeia and jacapitanga","",2
"brazil_sao paulo_cananeia_i","",2
"brazil_sao paulo_cananeia_iha bom abrigo","",2
"brazil_sao paulo_cananeia_ihla cardoso","",2
"brazil_sao paulo_cananeia_ilha cardodo morro captacao en direcion al morro tres irmaos","",2
"brazil_sao paulo_cananeia_ilha cardos","",2
"brazil_sao paulo_cananeia_ilha cardoso 25°03'55""s","",2
"brazil_sao paulo_cananeia_ilha cardoso base morro foles","",2
"brazil_sao paulo_cananeia_ilha cardoso brejo","",2
"brazil_sao paulo_cananeia_ilha cardoso cambriu","",2
"brazil_sao paulo_cananeia_ilha cardoso estrada para a turbina","",2
"brazil_sao paulo_cananeia_ilha cardoso folha cartografica","",2
"brazil_sao paulo_cananeia_ilha cardoso morro jacareu","",2
"brazil_sao paulo_cananeia_ilha cardoso proximo morro pereirinha","",2
"brazil_sao paulo_cananeia_ilha cardoso proximo pocos antas","",2
"brazil_sao paulo_cananeia_ilha cardoso restinga itacuruca","",2
"brazil_sao paulo_cananeia_ilha cardoso trilha acesso ao trapiche pereirinha","",2
"brazil_sao paulo_cananeia_ilha cardoso trilha nova captacao ipanema","",2
"brazil_sao paulo_cananeia_ilha cardoso–praia itacuruca","",2
"brazil_sao paulo_cananeia_ilha comprida mata restinga","",2
"brazil_sao paulo_cananeia_ilha pai matos","",2
"brazil_sao paulo_cananeia_ilha santa cruz","",2
"brazil_sao paulo_cananeia_island of cananeia","",2
"brazil_sao paulo_cananeia_itapitangui sp 226","",2
"brazil_sao paulo_cananeia_itapitingui","",2
"brazil_sao paulo_cananeia_jardim casa proximo a base cprn","",2
"brazil_sao paulo_cananeia_junto balsa","",2
"brazil_sao paulo_cananeia_km 31 rodovia sp 226, estrada para o mar dentro","",2
"brazil_sao paulo_cananeia_km 31 rodovia sp 226, estrada terra para o mar dentro, na beira estrada perto casa senhor valdemar","",2
"brazil_sao paulo_cananeia_km31 rodovia sp226, fazenda folha larga","",2
"brazil_sao paulo_cananeia_litoral sul","",2
"brazil_sao paulo_cananeia_llha comprida","",2
"brazil_sao paulo_cananeia_local perto ferry boat","",2
"brazil_sao paulo_cananeia_mangue","",2
"brazil_sao paulo_cananeia_margem direita rio cachoeirinha","",2
"brazil_sao paulo_cananeia_margem rodovia acesso a itapitangui","",2
"brazil_sao paulo_cananeia_mata estrada captacao","",2
"brazil_sao paulo_cananeia_mata estrada captacao as margens rio pereque","",2
"brazil_sao paulo_cananeia_mayland few km from cananeia to jacupiranga","",2
"brazil_sao paulo_cananeia_morro almas","",2
"brazil_sao paulo_cananeia_morro andrades","",2
"brazil_sao paulo_cananeia_morro cardoso","",2
"brazil_sao paulo_cananeia_morro meio","",2
"brazil_sao paulo_cananeia_morro sao joao patio sabesp","",2
"brazil_sao paulo_cananeia_na estrada para a captacao agua","",2
"brazil_sao paulo_cananeia_na estrada proxima ao porto embarque","",2
"brazil_sao paulo_cananeia_nativo em mata secundaria","",2
"brazil_sao paulo_cananeia_near end toward ocean of dirt road crossing island","",2
"brazil_sao paulo_cananeia_nhunguara","",2
"brazil_sao paulo_cananeia_on south end of the island","",2
"brazil_sao paulo_cananeia_paque estadual ilha cardoso, trilha reservatorio","",2
"brazil_sao paulo_cananeia_parcela permanente","",2
"brazil_sao paulo_cananeia_parcela permanente parque estadual ilha cardoso","",2
"brazil_sao paulo_cananeia_parelheiros","",2
"brazil_sao paulo_cananeia_parque acu, estrada cananeia","",2
"brazil_sao paulo_cananeia_parque estadual","",2
"brazil_sao paulo_cananeia_parque etadual ilha cardoso","",2
"brazil_sao paulo_cananeia_parte estadual ilha cardoso","",2
"brazil_sao paulo_cananeia_perto cidade","",2
"brazil_sao paulo_cananeia_ponta laje","",2
"brazil_sao paulo_cananeia_pontal sul","",2
"brazil_sao paulo_cananeia_porto cubatao","",2
"brazil_sao paulo_cananeia_praia cambriu","",2
"brazil_sao paulo_cananeia_praia centro saude","",2
"brazil_sao paulo_cananeia_praia meio","",2
"brazil_sao paulo_cananeia_priscila3","",2
"brazil_sao paulo_cananeia_priscila4","",2
"brazil_sao paulo_cananeia_projeto mico leao caicara","",2
"brazil_sao paulo_cananeia_propriedade senhorflavio","",2
"brazil_sao paulo_cananeia_reserva parque estadual ilha captacao","",2
"brazil_sao paulo_cananeia_restinga forest on white sand c","",2
"brazil_sao paulo_cananeia_restinga forest on white sand circa 15 km n of cananeia","",2
"brazil_sao paulo_cananeia_restinga proximo ao rio aracauba","",2
"brazil_sao paulo_cananeia_rio nobraga","",2
"brazil_sao paulo_cananeia_rodovia pariquera acu, estrada terra","",2
"brazil_sao paulo_cananeia_rodovia sp 226","",2
"brazil_sao paulo_cananeia_rodovia sp, beira estrada","",2
"brazil_sao paulo_cananeia_sitio grande","",2
"brazil_sao paulo_cananeia_sitio ipaneminha","",2
"brazil_sao paulo_cananeia_southern tip of ilha comprida along bay channel","",2
"brazil_sao paulo_cananeia_trilha entre a estrada captacao e o manguezal","",2
"brazil_sao paulo_cananeia_trilha para o poco antas","",2
