"","loc","loc.correct","source","Freq","alreadyInGazet","ordemGazet","statusInGazet","country","stateProvince","municipality","locality","meanLatitude","meanLongitude"
"68379","brazil_sao paulo_ubatuba_parcela b34","","gbif",29,FALSE,NA,NA,"Brazil","São Paulo","Ubatuba","parcela b34 nucleo picinguaba pe serra do mar b341 folha de arbusto px b380 ( 1 ) | parcela b34 nucleo picinguaba pe serra do mar b3410 tronco de arbusto px b378 ( 1 ) | parcela b34 nucleo picinguaba pe serra do mar b3411 tronco de b378 ( 1 ) | parcela b34 nucleo picinguaba pe serra do mar b3412 tronco de arbusto px b379 ( 1 ) | parcela b34 nucleo picinguaba pe serra do mar b3413 liana < 5cm diam px b379 ( 1 ) | parcela b34 nucleo picinguaba pe serra do mar b3414 liana escandente <20 cm diam b380 ( 1 )",-23.336944,-44.835556
"68381","brazil_sao paulo_ubatuba_parcela b58","","gbif_splink",29,FALSE,NA,NA,"Brazil","São Paulo","Ubatuba","parcela b58 nucleo picinguaba pe serra do mar b581 liana proxima ao chao e b669 ( 1 ) | parcela b58 nucleo picinguaba pe serra do mar b5810 liana 20cm ( 1 ) | parcela b58 nucleo picinguaba pe serra do mar b5811 rocha argilosa no chao da mata proxima a b664 ( 1 ) | parcela b58 nucleo picinguaba pe serra do mar b5812 tronco em decomposicao ed2 a beira do riacho ( 1 ) | parcela b58 nucleo picinguaba pe serra do mar b5813 rocha proxima a riacho ( 1 ) | parcela b58 nucleo picinguaba pe serra do mar b5814 liana 10cm proxima as rochas do riacho ( 1 )",-23.336944,-44.835556
"68401","brazil_sao paulo_ubatuba_parcela q5","","gbif_splink",29,FALSE,NA,NA,"Brazil","São Paulo","Ubatuba","parcela q5 pico do corcovado nucleo santa virgin q51 solo ( 1 ) | parcela q5 pico do corcovado nucleo santa virgin q510 solo ( 1 ) | parcela q5 pico do corcovado nucleo santa virgin q511 solo ( 1 ) | parcela q5 pico do corcovado nucleo santa virgin q512 tronco de arvore ( 1 ) | parcela q5 pico do corcovado nucleo santa virgin q513 tronco de arvore ( 1 ) | parcela q5 pico do corcovado nucleo santa virgin q514 tronco de arbusto ( 1 )",-23.448056,-45.192778
"69654","brazil_sao paulo_vinhedo_rodovia anhanguera","","gbif_splink",29,FALSE,NA,NA,"Brazil","São Paulo","Vinhedo","rodovia anhanguera sitio santa cecilia ( 4 ) | rodovia anhanguera km 74 sentido capital / interior sitio do marcel ( 2 ) | rodovia anhanguera km 74 sentido sao paulo/interior sitio santa cecilia ( 2 ) | rod anhanguera km 74 sentido sao paulo / interior sitio do marcel ( 1 ) | rod anhanguera km 74 sentido sao paulo/ interior sitio do marcel borda de cerradao ( 1 ) | rodovia anhanguera km 74 borda de mata ( 1 )",-23.0399012131034,-46.9767809241379
"70448","brazil_sao paulo_iguape_estacao ecologica jureia itatins, mata alta bem preservada","brazil_sao paulo_iguape_eec jureia itatins","gbif",29,FALSE,NA,NA,"Brazil","São Paulo","Iguape","estacao ecologica jureia-itatins serra dos itatins mata alta bem preservada com dossel irregular ( 12 ) | estacao ecologica jureia-itatins alto da serra dos itatins encosta voltada para o mar mata alta bem preservada com dossel irregular ( 7 ) | estacao ecologica jureia-itatins alto da serra dos itatins mata alta bem preservada com dossel irregular ( 6 ) | estacao ecologica jureia-itatins serra do itatins mata alta bem preservada com dossel irregular ( 4 )",-24.366667,-47.333333
"70546","brazil_sao paulo_jundiai_serra japi, beira estrada","brazil_sao paulo_jundiai_serra japi","gbif_reflora_splink",29,FALSE,NA,NA,"Brazil","São Paulo","Jundiaí","serra do japi beira de estrada chegando proximo a guarita da gm do dae ( 4 ) | serra do japi alto da serra beira da estrada ( 3 ) | serra do japi alto da serra beira de estrada ( 3 ) | serra do japi beira de estrada ( 3 ) | serra do japi beira de estrada area do dae depois da guarita gm depois do plato com campo ( 3 ) | serra do japi beira de estrada area do dae depois da guarita gm ( 2 )",-23.2004202350958,-46.9263178875096
"70646","brazil_sao paulo_matao_fazenda cambuhy, mata virginia","brazil_sao paulo_matao_fazenda cambuhy","gbif",29,FALSE,NA,NA,"Brazil","São Paulo","Matão","fazenda cambuhy - mata da virginia ( 10 ) | fazenda cambuhy - mata da virginia em bordadura ( 6 ) | fazenda cambuhy - mata da virginia em area de bordadura ( 4 ) | fazenda cambuhy - mata da virginia coleta feita proximo a nascente (local umido) ( 2 ) | fazenda cambuhy - mata da virginia em bordadura proximo a cursos d'agua ( 2 ) | fazenda cambuhy - mata da virginia prox curso d´agua (divisa com sitios) ( 2 )",-21.6096423889655,-48.4281830993103
"1658","brazil_NA_inaj","","reflora",28,FALSE,NA,NA,"Brazil","","inaj","reserva biol gica de serra negra ( 23 ) | floresta reserva biol gica de serra negra ( 3 ) | km 47 na estrada placa-ibimirim ( 1 ) | reserva municipal de inaja ( 1 )",-9.59048100392857,-45.2037200603571
"4797","brazil_NA_NA_on side road to minas mimoso","","reflora",28,FALSE,NA,NA,"Brazil","","lagoinha ( 16 ) | delfino ( 1 )","16km north west of lagoinha (which is 55km sw of delfino) on side road to minas do mimoso ( 6 ) | 16 km north west of lagoinha (55 km sw of delfino) on side road to minas do mimoso ( 4 ) | 16km n west of lagoinha (55km sw of delfino) on side road to minas do mimoso ( 4 ) | 16km north west of lagoinha (55km sw of delfino) on side road to minas do mimoso ( 4 ) | 22 km north west of lagoinha (which is 55 km sw of delfino) on side road to minas do mimoso ( 2 ) | 28 km north west of lagoinha (which is 55 km sw of delfino) on side road to minas do mimoso ( 2 )",-10.3735443263095,-41.9602495284524
"8124","brazil_sao paulo_10 km cidade em direcao a riolandia","","gbif",28,FALSE,NA,NA,"Brazil","São Paulo","Paulo de Faria","10 km da cidade em direcao a riolandia fazenda figueira ( 22 ) | 10 km da cidade em direcao a riolandia mata ciliar com brejo adjacente fazenda figueira ( 6 )",-20.0664665,-49.46368847
"10664","brazil_sao paulo_angatuba_instituto florestal sp","","gbif",28,FALSE,NA,NA,"Brazil","São Paulo","Angatuba","instituto florestal de sp ( 16 ) | instituto florestal de sp floresta de angatuba ( 7 ) | instituto florestal de sp in cerrado ( 1 ) | instituto florestal de sp in dense low cerrado ( 1 ) | instituto florestal de sp in fairly sparse cerrado ( 1 ) | instituto florestal de sp in low sparse grassy cerrado ( 1 )",-23.4362599285714,-48.3181768928571
"10898","brazil_sao paulo_apiai_bresil","","gbif",28,FALSE,NA,NA,"Brazil","São Paulo","Apiaí","bresil apiahy apiai sao paulo sudeste brasil america do sul ( 5 ) | bresil apiai sao paulo sudeste brasil america do sul ( 5 ) | bresil prov de sao paulo apiahy apiai sao paulo sudeste brasil america do sul ( 2 ) | bresil: apiahy apiai sao paulo sudeste brasil america do sul ( 2 ) | bresil: prov de sao paulo apiai sao paulo sudeste brasil america do sul ( 2 ) | bresil apiahy morro del ovo apiai sao paulo sudeste brasil america do sul ( 1 )",-24.4215147,-48.81884868
"11741","brazil_sao paulo_assis_estacao experimental","","gbif_splink",28,FALSE,NA,NA,"Brazil","São Paulo","Assis","estacao experimental ( 17 ) | estacao experimental instituto florestal ( 3 ) | estacao experimental cultivada ( 2 ) | estacao experimental cabeceira do rio palmitalzinho subosque de eucaliptos ( 1 ) | estacao experimental insituto florestal ( 1 ) | estacao experimental instituto florestal instituto florestal ( 1 )",-22.6095062028571,-50.41921294
"13839","brazil_sao paulo_biritiba mirim_estrada sertaozinho shibata","","gbif",28,FALSE,NA,NA,"Brazil","São Paulo","Biritiba Mirim","bacia de acumulacao do rio biritiba mirim estrada do sertaozinho-shibata ( 14 ) | bacia de acumulacao do rio biritiba-mirim estrada do sertaozinho-shibata ( 4 ) | bacia de acumulacao do rio biritiba-mirim estrada sertaozinho-shibata ( 4 ) | estrada sertaozinho-shibata planicie de inundacao do rio biritiba mirim ( 2 ) | bacia da acumulacao do rio biritiba mirim estrada do sertaozinho-shibata ( 1 ) | bacia de acumulacao do rio biritiba mirim estrada sertaozinho-shibata ( 1 )",-23.62417827,-46.02157691
"14133","brazil_sao paulo_bom sucesso itarare_estrada bom sucesso itarare 2 km antes mineracao sao judas","","gbif_splink",28,FALSE,NA,NA,"Brazil","São Paulo","Bom Sucesso de Itararé","estrada bom sucesso de itarare 2 km antes da mineracao sao judas interior de floresta ombrofila mista ( 12 ) | estrada bom sucesso de itarare 2 km antes da mineracao sao judas ( 9 ) | estrada bom sucesso de itarare 2 km antes da mineracao sao judas floresta ombrofila mista borda ( 5 ) | estrada bom sucesso de itarare 2 km antes da mineracao sao judas; floresta ombrofila mista; borda da mata ( 1 ) | estrada bom sucesso de itarare 2 km antes mineracao sao judas ( 1 )",-24.3170421628571,-49.1780404807143
"15090","brazil_sao paulo_botucatu_distrito rubiao jr","","gbif_splink",28,FALSE,NA,NA,"Brazil","São Paulo","Botucatu","distrito de rubiao jr jardim botanico ( 6 ) | distrito de rubiao jr a 500 m leste da entrada da fcmbb ( 2 ) | distrito de rubiao jr morro da igreja santo antonio ( 2 ) | distrito de rubiao jr  morro da paroquia de santo antonio ( 1 ) | distrito de rubiao jr a 200 m leste da entrada ( 1 ) | distrito de rubiao jr a 3 km a oeste da fcmbb ( 1 )",-22.8659218,-48.3999664857143
"15126","brazil_sao paulo_botucatu_em frente aos condominios bella russia e bella turquia","","gbif",28,FALSE,NA,NA,"Brazil","São Paulo","Botucatu","em frente aos condominios bella russia e bella turquia jardim palos verdes",-22.9089038214286,-48.4328969285714
"15545","brazil_sao paulo_botucatu_fazenda terras duaty rod","","gbif",28,FALSE,NA,NA,"Brazil","São Paulo","Botucatu","fazenda terras de duaty rod prof joao hipolito martins km 13 ao lado do rio pardo",-22.971111,-48.495556
"15996","brazil_sao paulo_botucatu_rodovia marechal rondon, fazenda pavuna","","gbif_splink",28,FALSE,NA,NA,"Brazil","São Paulo","Botucatu","rodovia marechal rondon (sp 300) km 259 fazenda pavuna ( 23 ) | rodovia marechal rondon (sp 300) km 259 fazenda pavuna alt 600m ( 4 ) | sao paulo: mun botucatu rodovia marechal rondon (sp 300) km 259 fazenda pavuna ( 1 )",-22.8342617132143,-48.4988703510714
"16685","brazil_sao paulo_brotas_estacao ecologica itirapina, caminho estrada ferro ponte ribeirao lobo","","gbif",28,FALSE,NA,NA,"Brazil","São Paulo","Brotas","estacao ecologica de itirapina caminho estrada de ferro-ponte do ribeirao do lobo distante 230 m da referida ponte ( 20 ) | estacao ecologica de itirapina caminho estrada de ferro-ponte do ribeirao do lobo apos a referida ponte ( 2 ) | estacao ecologica de itirapina caminho estrada de ferro-ponte do ribeirao do lobo distante 230m da referia ponte ( 2 ) | estacao ecologica de itirapina lagoa da ponte caminho estrada de ferro-ponte do ribeirao do lobo distante 230m da ponte do ribeirao do lobo ( 2 ) | estacao ecologica de itirapina caminho estrada de ferro-ponte do ribeirao do lobo distante 230 m d referida ponte ( 1 ) | estacao ecologica de itirapina lagoa da ponte caminho estrada de ferro-ponte do ribeirao do lobo distante 230 m da ponte do ribeirao do lobo ( 1 )",-22.2337175614286,-47.9415099135714
"17892","brazil_sao paulo_campinas_cultivada na fazenda santa elisa no instituto agronomico campinas","","gbif",28,FALSE,NA,NA,"Brazil","São Paulo","Campinas","cultivada na fazenda santa elisa no instituto agronomico de campinas/sp",-22.88389513,-47.04412246
"18306","brazil_sao paulo_campinas_fazenda monte d#?#este","","gbif_splink",28,FALSE,NA,NA,"Brazil","São Paulo","Campinas","fazenda monte d#?#este ( 27 ) | distrito de barao geraldo fazenda monte d#?#este ( 1 )",-22.9009489564286,-47.0572262414286
"20057","brazil_sao paulo_campos jordao_parque estadual mananciais campos jordao","","gbif_splink",28,FALSE,NA,NA,"Brazil","São Paulo","Campos do Jordão","parque estadual mananciais de campos do jordao ( 27 ) | parque estadual dos mananciais de campos do jordao ( 1 )",-22.82481624,-45.6522517582143
"20805","brazil_sao paulo_cananeia_na beira estrada entre o ponto chegada balsa cananeia e a praia","","gbif",28,FALSE,NA,NA,"Brazil","São Paulo","Cananéia","ilha comprida na beira da estrada entre o ponto de chegada da balsa de cananeia e a praia",-25.024888,-47.952513
"21381","brazil_sao paulo_caraguatatuba_estrada intermediaria","","gbif",28,FALSE,NA,NA,"Brazil","São Paulo","Caraguatatuba","estrada da intermediaria ( 10 ) | estrada intermediaria floresta ombrofila densa altomontana ( 7 ) | estrada da intermediaria floresta ombrofila densa altomontana ( 3 ) | estrada intermediaria ( 3 ) | estrada da intermediariafloresta ombrofila densa montana ( 1 ) | estrada de intermediaria ( 1 )",-23.6469883307143,-45.6573202992857
"22261","brazil_sao paulo_cerrados region emas","","gbif",28,FALSE,NA,NA,"Brazil","São Paulo","","cerrados de la region d´emas ( 19 ) | cerrados de la region d'emas ( 6 ) | cerrados de la region d´ emas ( 3 )",-22.2584562,-48.7420254
"22262","brazil_sao paulo_cerrados region emas_cerrados region emas","","gbif",28,FALSE,NA,NA,"Brazil","São Paulo","","cerrados de la region d´emas ( 19 ) | cerrados de la region d'emas ( 6 ) | cerrados de la region d´ emas ( 3 )",-22.2584562,-48.7420254
"22903","brazil_sao paulo_colina_empresa colitex","","gbif",28,FALSE,NA,NA,"Brazil","São Paulo","Colina","empresa colitex",-20.7436379285714,-48.5855812935714
"24091","brazil_sao paulo_cunha_estrada paraibuna, sentido ao parque estadual serra mar","","gbif_splink",28,FALSE,NA,NA,"Brazil","São Paulo","Cunha","estrada do paraibuna sentido ao parque estadual da serra do mar ( 22 ) | estrada do paraibuna sentido ao parque estadual serra do mar ( 4 ) | estrada do paraibuna km 9 ao lado esquerdo sentido ao parque estadual da serra do mar ( 1 ) | estrada do paraibuna sentido ao parque estadual serra do mar km 5 ( 1 )",-23.0532540407143,-44.9425844242857
"24346","brazil_sao paulo_cunha_parque estadual serra mar nucleo cunha parque estadual serra mar nucleo cunha, estrada parcela 'r' para parcela 's'","","gbif",28,FALSE,NA,NA,"Brazil","São Paulo","Cunha","parque estadual da serra do mar nucleo cunha parque estadual da serra do mar nucleo cunha trilha da torre estrada da parcela 'r' para parcela 's'",-23.233333,-45.016667
"24626","brazil_sao paulo_cunha_subida para pedra macela","","gbif",28,FALSE,NA,NA,"Brazil","São Paulo","Cunha","subida para pedra da macela floresta de altitude degradada ( 27 ) | mun cunha subida para pedra da macela floresta de altitude degradada ( 1 )",-23.0619647321429,-44.9279617857143
"25034","brazil_sao paulo_distrito martinho prado","","gbif_splink",28,FALSE,NA,NA,"Brazil","São Paulo","Mogi Guaçu ( 26 )","distrito martinho prado reserva biologica de mogi-guacu #?#fazenda campininha#?# trilha 4 ( 5 ) | distrito martinho prado reserva biologica de mogi-guacu ' fazenda campininha' trilha sufflair a beira da esrada adjacente a area spp1 ( 2 ) | distrito martinho prado reserva biologica de mogi-guacu 'fazenda campininha' ao longo da trilha 1 ( 2 ) | distrito martinho prado reserva biologica de mogi-guacu ""fazenda campininha"" ao longo da trilha 1 ( 2 ) | distrito de martinho prado res biol da faz campinha ( area do instituto de botanica) ( 1 ) | distrito de martinho prado reserva biologica da fazenda campinha ( rea do instituto de botnica) ( 1 )",-22.2559722235714,-47.2270253317857
"25325","brazil_sao paulo_east edge of city of santa barbara oeste","","gbif_splink",28,FALSE,NA,NA,"Brazil","São Paulo","Santa Bárbara d'Oeste","east edge of city of santa barbara do oeste on east side of highway just south of railroad ( 16 ) | east edge of city of santa barbara do oeste on easr side of highway just south of railroad ( 3 ) | east edge of city of santa barbara d'oeste on east side od highway just south of railroadpastured grove of secondary forest with semi-closed tree canopy cover ( 2 ) | east edge of city of santa barbara do oeste on east side of city just south of railrroad in shrub clump in middle of small wellgrazed pasture seeral meters from edge of a grove of seondary forest ( 2 ) | east edge of city of santa barbara d'oeste on east side of highway just south of railroad ( 1 ) | east edge of city of santa barbara d'oeste on east side of highway just south of railroad in shrub clump in middle of samll wellgrazed pastue several meters from edge of a grove of secondary forest ( 1 )",-22.8661510178571,-47.4194076160714
"25767","brazil_sao paulo_entrada para fazenda fazendinha","","gbif_splink",28,FALSE,NA,NA,"Brazil","São Paulo","Novo Horizonte","entrada para fazenda fazendinha (fazendas reunidas castilho) estrada novo horizonte - sales ca 20 km de novo horizonte (sp-304 km 438) cerradao ( 9 ) | entrada para fazenda fazendinha (fazendas reunidas castilho) estrada novo horizonte - sales ca 20 km de novo horizonte (sp-304 km 438) 21º23'28""s 49º23'38""w 440 msm cerradao ( 4 ) | entrada para fazenda fazendinha (fazenda cerradao ( 2 ) | entrada para fazenda fazendinha (fazenda reunidas castilho) estrana novo horizonte sales ca 20 km de novo horizonte (sp-304 km 438) ( 2 ) | entrada para fazenda fazendinha  estrada novo horizonte - sales ca 20 km de novo horizonte (sp-304 km 438) ( 1 ) | entrada para fazenda fazendinha (fazenda reunidas castilho) estrada novo horizonte - sales ca 20 km de novo horizonte (sp-304 km 438) ( 1 )",-21.4297978285714,-49.3383492957143
"27113","brazil_sao paulo_estrada igacaba a rifaina","","gbif",28,FALSE,NA,NA,"Brazil","São Paulo","estrada igacaba a rifaina ( 2 )","estrada igacaba a rifaina ( 18 ) | estrada igacaba a rifaina cerrado em solo com afloramento quartzitico e beirando um riacho ( 2 ) | estrada igacaba a rifaina cerrado em solo com afloramento quartzitivo e beirando um riacho ( 2 ) | estrada de igacaba a rifaina cerrado em solo com afloramento quartzitivo e beirando um riacho ( 1 ) | estrada igacaba a rifaina beira de riacho ( 1 ) | estrada igacaba a rifaina beirando um riacho ( 1 )",-22.2584562,-48.7420254
"27909","brazil_sao paulo_estrada s_estrada s","","gbif_splink",28,FALSE,NA,NA,"Brazil","São Paulo","","estrada s paulo-itapetininga km 163 bacia do rio tatui ( 6 ) | estrada s paulo-itapetininga; bacia do ribeirao lajeado ( 5 ) | estrada s paulo - itapetininga km 163 bacia do rio tatui ( 2 ) | estrada s paulo = itapetininga km 163 bacia do rio tatui ( 2 ) | estrada s paulo-itapetinga km 163 bacia do rio tatui ( 2 ) | estrada s paulo-itapetininga ( 2 )",-22.94546615,-48.1456754071429
"31433","brazil_sao paulo_iguape_estado ecol","","gbif_reflora_splink",28,FALSE,NA,NA,"Brazil","São Paulo","Iguape","est ecol de jureia ( 17 ) | est ecol de jureia beira de rio beira de rio ( 2 ) | est ecol da jureia ( 1 ) | est ecol de jureia (sema) mata da encosta ( 1 ) | est ecol de jureia beira de rio ( 1 ) | est ecol de jureia folha cartografica sg-23-v-a coordenada calculada ( 1 )",-24.5482585314286,-47.458361315
"33746","brazil_sao paulo_itapetininga_horto florestal","","gbif",28,FALSE,NA,NA,"Brazil","São Paulo","Itapetininga","horto florestal ( 27 ) | horto florestal mata ( 1 )",-23.6105898321429,-48.07785585
"34486","brazil_sao paulo_itarare_estrada itarare capao bonito","","gbif",28,FALSE,NA,NA,"Brazil","São Paulo","Itararé","estrada itarare-capao bonito rio verde cerrado/campo umido ( 13 ) | estrada itarare-capao bonito rio verde ( 5 ) | estrada itarare-capao bonito rio verde cerrado ( 3 ) | estr itarare-capao bonito rio verde ( 1 ) | estrada itarare-capao bonito ( 1 ) | estrada itarare-capao bonito capao bonito ( 1 )",-24.0818241171429,-49.2710009560714
"34993","brazil_sao paulo_itariri_parque estadual serra mar","","gbif_splink",28,FALSE,NA,NA,"Brazil","São Paulo","Itariri","parque estadual da serra do mar ( 25 ) | peserra do mar ( 3 )",-24.2913628035714,-47.1326015357143
"36999","brazil_sao paulo_jardim vitoria regia","","gbif",28,FALSE,NA,NA,"Brazil","São Paulo","São Paulo ( 27 )","jardim vitoria regia (sitio da viuva) ( 15 ) | jardim vitoria regia - sitio da viuva ( 9 ) | jardim vitoria regia (sitio da viuva) afloramento rochoso alt: 809m ( 2 ) | jardim vitoria regia (sitio da viuva) afloramento rochoso s23°26'16"""" w46°42'16"""" ( 1 ) | jardim vitoria regia (zona oeste) sao paulo - sp brasil ( 1 )",-23.5720039839286,-46.6989346957143
"37546","brazil_sao paulo_jundiai_fazenda traviu","","gbif_splink",28,FALSE,NA,NA,"Brazil","São Paulo","Jundiaí","fazenda traviu ( 13 ) | fazenda traviu a margem de uma lagoa ( 4 ) | fazenda traviu a margem seca de uma lagoa ( 1 ) | fazenda traviu em terra pantanosa por entre a sombra de capins ( 1 ) | fazenda traviu em terreno pantanoso no mato da lagoa ( 1 ) | fazenda traviu em terreno umido a beira de uma lagoa ( 1 )",-23.1931215803571,-46.9093401339286
"37623","brazil_sao paulo_jundiai_parque municipal serra japi","","gbif",28,FALSE,NA,NA,"Brazil","São Paulo","Jundiaí","parque municipal da serra do japi ( 14 ) | parque municipal da serra do japi ao longo da trilha ate o observatorio ( 6 ) | parque municipal da serra do japi margem da trilha principal ( 4 ) | parque municipal da serra do japi floresta estacional semidecidual ( 2 ) | parque municipal da serra do japi trilha ate o vale do paraiso ( 2 )",-23.2222010728571,-46.9389487842857
"38190","brazil_sao paulo_km_cerrado like patch of roadside vegetation","","gbif_splink",28,FALSE,NA,NA,"Brazil","São Paulo","","km 78 of dom pedro highway between jacarei and campinas cerrado like patch of roadside vegetation e of itatiba",-22.6074868285714,-47.3807956928571
"42171","brazil_sao paulo_monte alto_regiao ribeirao preto","","gbif_splink",28,FALSE,NA,NA,"Brazil","São Paulo","Monte Alto","regiao ribeirao preto serra anhumas sitio bocaina ( 9 ) | regiao ribeirao preto serra anhumas sitio sao jose ( 8 ) | regiao de ribeirao preto serra anhumas sitio bocaina ( 3 ) | regiao de ribeirao preto serra anhumas sitio bocaina nas margens do riacho ( 1 ) | regiao de ribeirao preto serra anhumas sitio sao jose ( 1 ) | regiao de ribeirao preto serra de anhumas sitio bocaina ( 1 )",-21.5762955307143,-48.2474871742857
"42200","brazil_sao paulo_monte aprazivel_sitio santo antonio","","gbif",28,FALSE,NA,NA,"Brazil","São Paulo","Monte Aprazível","sitio santo antonio",-20.74608525,-49.7001628571429
"42650","brazil_sao paulo_munic_estrada terra municipal jose bonifacio nova alianca, fazenda jacare","","gbif_splink",28,FALSE,NA,NA,"Brazil","São Paulo","","munic jose bonifacio estrada de terra municipal jose bonifacio-nova alianca fazenda jacare (entre corregos jacare-fartura) ( 13 ) | munic estrada de terra municipal jose bonifacio nova alianca fazenda jacare hab; capao de cerradao baixada com rio e mata ciliar  ( 2 ) | munic jose bonifacio estrada de terra municipal jose bonifacio-nova alianca fazenda jacare (entre corregos jacare-fartura) capao de cerrado baixada com rio e mata ciliar margem de mata ciliar ( 2 ) | munic jose bonifacio estrada de terra municipal jose bonifacio-nova alianca fazenda jacare (entre corregos jacare-fartura) capao de cerrado baixada com rio mata ciliar e mata seca semi-ducidua margem de mata seca ( 2 ) | munic jose bonifacio estrada de terra municipal jose bonifacio-nova alianca fazenda jacare (entre corregos jacare-fartura) capao de cerraso baixada com rio e mata ciliar ( 2 ) | munic jose bonifacio estrada de terra municipal jose bonifacio-nova alianca fazenda jacare (entre corregos jacare-fatura) mata ciliar barranco umido proximo do riacho ( 2 )",-21.2226366,-49.5488583642857
"42872","brazil_sao paulo_municipio iepe","","gbif_splink",28,FALSE,NA,NA,"Brazil","São Paulo","Iepê","municipio de iepe: fazenda capi 2 km due n of rio paranapanema & 7 km e of porto alvorada near ""lagoa seca"" (""lagoa de cima"") ( 4 ) | municipio de iepe: fazenda capi 4 km n of the rio paranapanema & 6 km e of porto alvorada ( 3 ) | mun de iepe: fazenda capi 4 km n of the rio paranapanema & 6 km e porto alvorada upper forest grove a remant of primary forest recently burned leaving scattered original trees (to 35 m) with intersticies filled in with secondary low trees & dense undergrowth ( 2 ) | municipio de iepe; fazenda capi 2 km due nrothof rio parenapanema & 7 km east of porto alvorada lagoa da cima a small lake containing water only when it rains ( 2 ) | municipio de iepe: fazenda capa about 5 km e of porto alvorada along the rio paranapanema virgen forest on narrow natural levee of rio paranapanema ( 2 ) | municipio de iepe: fazenda capi 2 km due n of rio paranapanema & 7 km e of porto alvorada near ""lagoa da cima"" (also called ""lagoa seca"") ( 2 )",-22.7219456875,-51.3294944214286
"44324","brazil_sao paulo_palestina_fazenda n","","gbif_splink",28,FALSE,NA,NA,"Brazil","São Paulo","Palestina","faz ns conceicao ( 7 ) | faz ns da conceicao ( 7 ) | fazenda ns conceicao ( 3 ) | faz nsa da conceicao ( 2 ) | faz nsra da conceicao ( 2 ) | fazenda n s da conceicao nas proximidades do rio piau ( 2 )",-20.3657605428571,-49.0744368428571
"44866","brazil_sao paulo_pardinho_sitio palmeiras","","gbif",28,FALSE,NA,NA,"Brazil","São Paulo","Pardinho","sitio palmeiras ( 22 ) | sitio das palmeiras ( 2 ) | mun of pardinho sitio palmeiras forest ( 1 ) | sitio palmeiras  ( 1 ) | sitio palmeiras -  ( 1 ) | sitio palmeiras 5km n of pardinho and 15km s of botucatu 23°4´0's 48°22´0's ( 1 )",-23.1213524571429,-48.3998672935714
"45295","brazil_sao paulo_pariquera acu_parque estadual pariquera","","gbif_splink",28,FALSE,NA,NA,"Brazil","São Paulo","Pariquera-Açu","parque estadual do pariquera abaixo ( 8 ) | parque estadual do pariquera - abaixo acesso pela parte sul atravessando o rio pariquera mirim ( 3 ) | parque estadual do pariquera abaixo morro do carrapato ( 3 ) | parque estadual de pariquera - abaixo ( 2 ) | parque estadual de pariquera abaixo (pepa) ( 2 ) | parque estadual de pariquera - abaixo (pepa) acesso pelo bairro braco preto no lado oeste passando pelo viveiro nas cordenadas aproximadas de 24°42`32' s e 47°38``58' w seguindo a trilha no interior da floresta de restinga de baixada (paludosa) ( 1 )",-24.5616209167857,-47.8413658846429
"45428","brazil_sao paulo_parque anhanguera_parque anhanguera","","gbif_splink",28,FALSE,NA,NA,"Brazil","São Paulo","","parque de anhanguera vairo de pelusu sao paulo in eucalyptus forest ( 11 ) | parque de anhanguera vairo de pelusu sao paulo ( 5 ) | parque de anhanguera vairo de pelusu sao paulo in mixed forest ( 4 ) | parque de anhanguera vairo de pelusu ( 3 ) | parque anhanguera ( 2 ) | parque anhanguera sao paulo - sp 02675-031 brasil ( 2 )",-22.3466047571429,-48.6005774428571
"45580","brazil_sao paulo_parque escola","","gbif",28,FALSE,NA,NA,"Brazil","São Paulo","","parque escola - vila principe de gales santo andre - sp brasil ( 16 ) | parque escola vila principe de gales santo andre - sp brasil ( 12 )",-23.66481575,-46.5509763928571
"45583","brazil_sao paulo_parque escola_parque escola","","gbif",28,FALSE,NA,NA,"Brazil","São Paulo","","parque escola - vila principe de gales santo andre - sp brasil ( 16 ) | parque escola vila principe de gales santo andre - sp brasil ( 12 )",-23.66481575,-46.5509763928571
"45961","brazil_sao paulo_parque estadual serra mar nucleo curucutu_parque estadual serra mar nucleo curucutu","","gbif_splink",28,FALSE,NA,NA,"Brazil","São Paulo","","parque estadual da serra do mar nucleo curucutu ( 10 ) | parque estadual da serra do mar nucleo curucutu trilha do campo ( 2 ) | parque estadual da serra do mar nucleo curucutu trilha do mirante ( 2 ) | parque estadual da serra do mar nucleo curucutu trilha dos campos ao longo margens de um corrego afluente do rio capivari ( 2 ) | parque estadual da serra do mar nucleo curucutu arredores da sede ( 1 ) | parque estadual da serra do mar nucleo curucutu subosque de pinus com cerca de 40 anos de plantio ( 1 )",-23.1851050428571,-47.6689978535714
"46022","brazil_sao paulo_parque estadual serra mar_parque estadual serra mar","","gbif_splink",28,FALSE,NA,NA,"Brazil","São Paulo","","parque estadual da serra do mar ( 15 ) | parque estadual da serra do mar; nucleo cunha ( 5 ) | parque estadual da serra do mar - nucleo ( 1 ) | parque estadual da serra do mar - nucleo cunha cunha - sp 12530-000 brasil ( 1 ) | parque estadual da serra do mar - nucleoi do cunha ( 1 ) | parque estadual da serra do mar; caminho a piloes ( 1 )",-22.5338915142857,-48.0824049928571
