datelastmodified	basisofrecord	country	stateprovince	institutioncode	collectioncode	catalognumber	kingdom	phylum	taxonclass	ordem	family	genus	species	subspecies	scientificname	scientificnameauthor	typestatus	yearcollected	monthcollected	daycollected	collector	collectornumber	fieldnumber	julianday	timeofday	identifiedby	yearidentified	monthidentified	dayidentified	continentocean	county	locality	verbatimlatitude	verbatimlongitude	longitude	latitude	coordinateprecision	boundingbox	minimumelevation	maximumelevation	minimumdepth	maximumdepth	sex	preparationtype	individualcount	previouscatalognumber	relationshiptype	relatedcatalogitem	notes	barcode	historyofdeposit	depositor	yeardeposited	monthdeposited	daydeposited
2017-09-11T17:10:04	HumanObservation	Brasil	São Paulo	UnB	HBVIRTFLBRAS		Plantae				Fabaceae	Pithecolobium	langsdorffii		Pithecolobium langsdorffii	Benth.		1827	03	16	Burchell, WJ	4605								Southern America	São Paulo	IBB/Morumbi, Morumbi to São Paulo - to Rio dos Pinheiros (a river starting in the southwest of the city, flowing north to the Tietê.	-23.583333	-46.7	-46.7	-23.583333			0	0															
2017-09-11T17:10:04	HumanObservation	Brasil	São Paulo	UnB	HBVIRTFLBRAS		Plantae				Fabaceae	Pithecolobium	langsdorffii		Pithecolobium langsdorffii	Benth.					Sello, HL	s.n.								Southern America	Santos	in provincia S. Paulo ad Santos, urbem S. Paulo, Morumbi, etc.	0	0	-46.33	-23.96	26836																		
2017-09-11T17:10:04	HumanObservation	Brasil	São Paulo	UnB	HBVIRTFLBRAS		Plantae				Fabaceae	Pithecolobium	langsdorffii		Pithecolobium langsdorffii	Benth.		1827	07	10	Burchell, WJ	4779								Southern America	São Paulo	IBB/Morumbi, Morumbi	-23.583333	-46.7	-46.7	-23.583333			0	0															
2017-09-11T17:10:04	HumanObservation	Brasil	São Paulo	UnB	HBVIRTFLBRAS		Plantae				Fabaceae	Pithecolobium	lusorium		Pithecolobium lusorium	(Vahl) Benth.		1826	11	12	Burchell, WJ	3414								Southern America	Santos	IBB/Santos, SP, forest above Benedictine Monastery	-24.6	-46.55	-46.55	-24.6			0	0															
2017-09-11T17:10:04	HumanObservation	Brasil	São Paulo	UnB	HBVIRTFLBRAS		Plantae				Fabaceae	Sclerolobium	aureum	velutinum	Sclerolobium aureum velutinum	Benth.					Riedel, L	s.n.								Southern America		et prope S. Paulo	0	0	0	0																			
2013-07-03T10:54:12	PreservedSpecimen	Brasil	São Paulo	EBDA	BAH	5417	Plantae				Fabaceae	Crotalaria	vitellina		Crotalaria vitellina	Ker Gawl.		1974	12	04	E. Pereira	8151				E. Pereira	1974	12			São Paulo	próximo de Jacaraí			-46.63	-23.54	53584												<nO>Arbusto de 1,5m flor amarela, estames castanhos.</nO>						
2017-09-11T17:10:05	HumanObservation	Brasil	São Paulo	UnB	HBVIRTFLBRAS		Plantae				Fabaceae	Tephrosia	rufescens		Tephrosia rufescens	Benth.					St.-Hil, A; Saint-Hilaire, AFCP	s.n								Southern America		In campis arenosis prope Lambari.	0	0	0	0																			
2017-09-11T17:10:05	HumanObservation	Brasil	São Paulo	UnB	HBVIRTFLBRAS		Plantae				Fabaceae	Tephrosia	rufescens		Tephrosia rufescens	Benth.					Riedel, L	s.n								Southern America			0	0	0	0																			
2023-09-06T19:38:22	PreservedSpecimen	Brasil	São Paulo	UCS	HUCS	33097	Plantae	Angiospermae			Fabaceae	Chamaecrista	nictitans		Chamaecrista nictitans	(L.) Moench.		1985	04	06	Rodas, LAC	s.n.				Tamashiro, JY	1999				Araçatuba		0	0	-50.43	-21.200001	59490												<nO>Herbario FUEL 579; Subarbusto</nO>						
2025-04-29T11:28:03	PreservedSpecimen	Brasil	São Paulo	UFS	ASE	29225	Plantae	Magnoliophyta			Fabaceae	Stylosanthes	guianensis		Stylosanthes guianensis	(Aubl.) Sw.		1961	06	21	Eiten, G; Eiten, LT; Felippe, GM; Campos, JMF	3092				Smith, SF	1984			Southern America	Ibaté		-21.966667	-47.966667	-47.966667	-21.966667													<nO>Alt ca. 8,5 m. On roadside ballast soil. All duplicates of this nº taken from a single individual. Flowers yellow.</nO>	ASE0000733					
2023-04-04T08:36:25	PreservedSpecimen	Brasil	São Paulo	UCS	HUCS	33972	Plantae	Angiospermae			Fabaceae	Inga	striata		Inga striata	Benth.		1998	07	06	Carvalho, RA; et al.	s.n.									Caconde		0	0	-46.639999	-21.52	19274												<nO>árvore, 10-15m, flor branca, bairro São Thomas.</nO>						
2023-04-04T08:36:38	PreservedSpecimen	Brasil	São Paulo	UCS	HUCS	40462	Plantae	Angiospermae			Fabaceae	Pterodon	pubescens		Pterodon pubescens	(Benth.) Benth.		2012	10	05	Felitto, G; Ariati, V	381				Felitto, G	2012	10			Valparaíso	Estrada para Usina da Mata	0	0	-50.860001	-21.219999	32798												<nO>árvore, 8m, séoalas alvas com manchas roxas e pétalas roseas.</nO>						
2023-09-06T19:38:46	PreservedSpecimen	Brasil	São Paulo	UCS	HUCS	54490	Plantae	Angiospermae			Fabaceae	Senna	multijuga		Senna multijuga	(Rich.) H.S. Irwin & Barneby		2022	05	18	Caxambu, MG; Siqueira, EL; Castrignaro, BM; MENR	9908				Caxambú, MG	2022	05	18		Guapiara	Fazenda São Jeronimo	-24.291944	-48.564722	-48.564722	-24.291944			909	909									<nO>HCF 33587; Árvore ca. 6 m, heliófita. frutos imaturos verdes. Orla da floresta. relevo: ondulado. vegetação: Floresta Ombrófila Densa Montana</nO>						
2023-04-04T08:36:39	PreservedSpecimen	Brasil	São Paulo	UCS	HUCS	13256	Plantae	Angiospermae			Fabaceae	Senna	pentagonia		Senna pentagonia	Mill.		1947	03	31	Hoehne, FC	s.n.									São Paulo	Horto da faculdade de farmácia	0	0	-46.630001	-23.540001	53584																		
2023-09-06T19:38:37	PreservedSpecimen	Brasil	São Paulo	UCS	HUCS	8785	Plantae	Angiospermae			Fabaceae	Medicago	hispida		Medicago hispida	G. Gaertn.		1992	10	28	Wasum, RA; et al.	s.n.				Barneby, RC	1993				Campos do Jordão	Horto Municipal	0	0	-45.59	-22.73	21048		1650	1650									<nO>no gramado</nO>						
2023-09-06T19:38:38	PreservedSpecimen	Brasil	São Paulo	UCS	HUCS	49499	Plantae	Angiospermae			Fabaceae	Mimosa	pigra	dehiscens	Mimosa pigra dehiscens	(Barneby) Glazier & Mackinder		2010	03	06	Cordeiro, J; Silva, JM	3455				Morales, M	2010	05			São José do Barreiro	Serra da Bocaina	0	0	-44.57	-22.639999	30784		1640	1640									<nO>Doação HCF 11008&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;; Arbusto 1,70m, frutos imaturos verdes com flores rosadas. Campo rupestre</nO>						
2023-09-06T19:38:52	PreservedSpecimen	Brasil	São Paulo	UCS	HUCS	36253	Plantae	Angiospermae			Fabaceae	Stylosanthes	scabra		Stylosanthes scabra	Vogel		2010	03	05	Cordeiro, J; Silva, JM	3442				Cordeiro, J	2010				Areias	Sitio Bela Vista	0	0	-44.689999	-22.58	28205												<nO>subarbusto, 95cm, flor amarela.; Beira da estrada</nO>						
2023-09-06T19:38:52	PreservedSpecimen	Brasil	São Paulo	UCS	HUCS	35477	Plantae	Angiospermae			Fabaceae	Zollernia	ilicifolia		Zollernia ilicifolia	(Brongn.) Vogel		2008	09	08	Barbosa, E; Silva, JM; Costa, EF	2364				Hatschbach, G	2008				Barra do Turvo	Cachoeira Dito Salu	0	0	-48.5047	-24.756399	38172												<nO>àrvore, 6m, flor lilás.; Beira do rio encachoeirado</nO>						
2025-04-23T00:12:04	PreservedSpecimen	Brasil	São Paulo	ASU	ASU-PLANTS	ASU0024374	Plantae	Magnoliophyta			Fabaceae	Mimosa	oblonga		Mimosa oblonga	Benth.		1977	12	05	L. R. Landrum	2815				R. barneby						Campos do Jordão, Reserva florestal de Campos de Jordão. Along road and stream about 1-2 km past administration and nursery into the Reserva.			-45.5	-22.75			1600										<nO>Trailing shrub 2 m tall; flowers pink.</nO>						
2025-06-27T22:20:08	PreservedSpecimen	Brasil	São Paulo	ASU	ASU-PLANTS	ASU0057961	Plantae	Magnoliophyta			Fabaceae	Senna	affinis		Senna affinis	(Benth.)H.S.Irwin & Barneby		2010	03	06	J. Cordeiro; J. M. Silva	3503				J. Cordeiro	2010					Serra da Bocaina (Mun. São José do Barreiro).			-44.576908	-22.645185													<nO>Arbusto, 1.60 m, flor amarela.</nO>						
2025-04-23T00:12:04	PreservedSpecimen	Brasil	São Paulo	ASU	ASU-PLANTS	ASU0019862	Plantae	Magnoliophyta			Fabaceae	Copaifera	trapezifolia		Copaifera trapezifolia	Hayne		1999	01	15	J. M. Silva; L. A. Ferreira & L. M. Abe	2853				G. Hatschbach						Salto Chico Salu (Mun. Barra do Turvo) .			-48.504925	-24.757996													<nO>Tree, 20cm tall. Flower cream.</nO>						
2025-04-23T00:12:04	PreservedSpecimen	Brasil	São Paulo	ASU	ASU-PLANTS	ASU0019863	Plantae	Magnoliophyta			Fabaceae	Copaifera	trapezifolia		Copaifera trapezifolia	Hayne		2002	09	29	J. M. Silva; E. Barbosa, J. Vaz	3628				G. Hatschbach						Conchas (Mun. Cajati).			-48.102792	-24.729933													<nO>Tree, 20cm.</nO>						
2025-01-09T09:20:42	PreservedSpecimen	Brasil	São Paulo	NHMUK	NHM-LONDON-BOT	BM013715389	Plantae	Tracheophyta			Fabaceae	Rhynchosia	arenicola		Rhynchosia arenicola	Hassl.		1833	11		['Ludwig Riedel']	1511	1511							SOUTH_AMERICA		Mugy			0	0														NHM-BOT-BM013715389					
2023-05-24T11:05:01	PreservedSpecimen	Brasil	São Paulo	NHMUK	NHM-LONDON-BOT	BM013406576	Plantae	Tracheophyta			Fabaceae	Dalbergia			Dalbergia	L.f.		1977	6	8	['Manoel Arruda da Cámara', 'Mizue Kirizawa', 'A. M. R. Cruz', 'L. B. Noffs', 'M. Goes']	s.n.	s.n.							SOUTH_AMERICA		Parque do Estado Frontes do Ipiranga; Instituto de Botânica			0	0														NHM-BOT-BM013406576					
2023-05-24T13:05:25	PreservedSpecimen	Brasil	São Paulo	NHMUK	NHM-LONDON-BOT	BM013406577	Plantae	Tracheophyta			Fabaceae	Dalbergia			Dalbergia	L.f.		1981	2		['Klaus Kubitzki', 'A C. Dias']	8122	8122							SOUTH_AMERICA		Reserva Florestal Estadual de Cunha			0	0														NHM-BOT-BM013406577					
2023-05-24T12:55:05	PreservedSpecimen	Brasil	São Paulo	NHMUK	NHM-LONDON-BOT	BM013406579	Plantae	Tracheophyta			Fabaceae	Dalbergia			Dalbergia	L.f.		1994	1	11	['Vinícius Castro Souza', 'Ana Maria Giulietti', 'Sandy Atkins', 'Raymond Mervyn Harley', 'Cássia Sakuragui']	5011	5011							SOUTH_AMERICA	São Sebastião da Grama	Road from Águas da Prata to São Roque da Fartura.			-46.7	-21.833333			1400.0											NHM-BOT-BM013406579					
2023-05-24T10:37:26	PreservedSpecimen	Brasil	São Paulo	NHMUK	NHM-LONDON-BOT	BM013406593	Plantae	Tracheophyta			Fabaceae	Dalbergia			Dalbergia	L.f.		1977	8	12	['Peter Edward Gibbs', 'Hermógenes F. Leitao Filho']	5643	5643							SOUTH_AMERICA		ca. 15 km N de Ubatuba Estação Experimental do Instituteo Agronômico			0	0														NHM-BOT-BM013406593					
2023-05-24T13:07:22	PreservedSpecimen	Brasil	São Paulo	NHMUK	NHM-LONDON-BOT	BM013406481	Plantae	Tracheophyta			Fabaceae	Dalbergia	brasiliensis		Dalbergia brasiliensis	Vogel		1946	12	13	['Wilson Hoehne']	SPF 11.662	SPF 11.662							SOUTH_AMERICA	Caieiras				-46.740373	-23.361258														NHM-BOT-BM013406481					
2023-05-24T13:10:14	PreservedSpecimen	Brasil	São Paulo	NHMUK	NHM-LONDON-BOT	BM013406482	Plantae	Tracheophyta			Fabaceae	Dalbergia	brasiliensis		Dalbergia brasiliensis	Vogel		1946	12	20	['Wilson Hoehne']	s.n.	s.n.							SOUTH_AMERICA	São Paulo	Jaraguá			-46.733333	-23.45														NHM-BOT-BM013406482					
2023-05-24T10:52:28	PreservedSpecimen	Brasil	São Paulo	NHMUK	NHM-LONDON-BOT	BM013406551	Plantae	Tracheophyta			Fabaceae	Dalbergia	ecastaphyllum		Dalbergia ecastaphyllum	(L.) Taub.		1977	4	8	['P. Krieger']	5763	5763							SOUTH_AMERICA		Maricá; Itaipuaçú			0	0														NHM-BOT-BM013406551					
2023-05-24T11:05:05	PreservedSpecimen	Brasil	São Paulo	NHMUK	NHM-LONDON-BOT	BM013406553	Plantae	Tracheophyta			Fabaceae	Dalbergia	ecastaphyllum		Dalbergia ecastaphyllum	(L.) Taub.		1953	12	23	['J. G. Bartolomeu']	s.n.	s.n.							SOUTH_AMERICA	Mongaguá				-46.664089	-24.113323														NHM-BOT-BM013406553					
2023-05-24T13:07:38	PreservedSpecimen	Brasil	São Paulo	NHMUK	NHM-LONDON-BOT	BM013406554	Plantae	Tracheophyta			Fabaceae	Dalbergia	ecastaphyllum		Dalbergia ecastaphyllum	(L.) Taub.		1955	2	28	['Wilson Hoehne']	s.n.	s.n.							SOUTH_AMERICA	São Vicente				-46.39627	-23.960654														NHM-BOT-BM013406554					
2023-05-24T10:52:28	PreservedSpecimen	Brasil	São Paulo	NHMUK	NHM-LONDON-BOT	BM013406555	Plantae	Tracheophyta			Fabaceae	Dalbergia	ecastaphyllum		Dalbergia ecastaphyllum	(L.) Taub.		2001	1	20	['Adriana A. Lobão', 'Pedro Fiaschi']	s.n.	s.n.							SOUTH_AMERICA		Parque Estadual Serra do Mar, núcleo Picinguaba, trilha Brava da Almada.			0	0														NHM-BOT-BM013406555					
2023-05-24T11:26:29	PreservedSpecimen	Brasil	São Paulo	NHMUK	NHM-LONDON-BOT	BM013406465	Plantae	Tracheophyta			Fabaceae	Dalbergia	frutescens		Dalbergia frutescens	(Vell.) Britton		1924	11	22	['Augusto Gehrt']	6515	6515							SOUTH_AMERICA	São Paulo	Butantan [= Butanta?]			-46.721	-23.5624														NHM-BOT-BM013406465					
2023-05-24T13:09:37	PreservedSpecimen	Brasil	São Paulo	NHMUK	NHM-LONDON-BOT	BM013406492	Plantae	Tracheophyta			Fabaceae	Dalbergia	miscolobium		Dalbergia miscolobium	Benth.		1884			['Ludwig Riedel']	s.n.	s.n.							SOUTH_AMERICA					0	0														NHM-BOT-BM013406492					
2023-05-24T12:46:02	PreservedSpecimen	Brasil	São Paulo	NHMUK	NHM-LONDON-BOT	BM013406520	Plantae	Tracheophyta			Fabaceae	Dalbergia	villosa		Dalbergia villosa	(Benth.) Benth.		1955	7	19	['Osvaldo Handro']	498	498							SOUTH_AMERICA		Reserva Florestal; perto de Pádua Salles			0	0														NHM-BOT-BM013406520					
2022-01-28T09:26:59	PreservedSpecimen	Brasil	São Paulo	NHMUK	NHM-LONDON-BOT	BM000812074	Plantae	Tracheophyta			Fabaceae	Copaifera	langsdorffii		Copaifera langsdorffii	Desf.		1977	1	25	['Peter Edward Gibbs', 'Hermógenes de Freitas Leitão']	4323	4323			Jorge Antonio Silva Costa				SOUTH_AMERICA	Mogi Guaçu	25 Km NW de Mogi Guaçu, Estação Experimental de Mogi-Guaçu (Fazenda Campininha)			-47	-22.25														NHM-BOT-BM000812074					
2022-01-28T09:27:00	PreservedSpecimen	Brasil	São Paulo	NHMUK	NHM-LONDON-BOT	BM000812075	Plantae	Tracheophyta			Fabaceae	Copaifera	langsdorffii		Copaifera langsdorffii	Desf.		1917	10	2	['Augusto Gehrt']	624	624			Jorge Antonio Silva Costa				SOUTH_AMERICA	São Paulo	Butantan [= Butanta?]			-46.721	-23.5624														NHM-BOT-BM000812075					
2025-12-11T18:26:30	PreservedSpecimen	Brasil	São Paulo	FFCLRP	SPFR	1001	Plantae				Fabaceae	Ormosia	arborea		Ormosia arborea	(Vell.) Harms		1986	4	19	Bernacci, L.C.	s.n.				Franco, G.A.D.C.	1997	2	18		Cajuru	Fazenda Santa Carlota - margem do rio Sinhazinha	21o16'S	47o18'W	-47.299999	-21.27	21243												<nO>Árvore ca. 0,30m diâmetro, cinza, liso, cortado a 1m do solo. Brotos jovens com folhas de sombra verde e folhas jovens acastanhadas.;</nO>	SPFR001001					
2025-12-11T18:26:30	PreservedSpecimen	Brasil	São Paulo	FFCLRP	SPFR	10012	Plantae				Fabaceae	Senna	occidentalis		Senna occidentalis	(L.) Link		2006	8	25	Veneziani, R.C.S.;Furtano, N.A.J.C.	4				Groppo, M.	2006				Franca	Sítio Treze de Maio	20o26'S	47o27'W	-47.400002	-20.530001	27521		977										<nO>Arbusto 1,5-2,0m. Cultivada para fins medicinais;</nO>	SPFR010012					
2025-12-11T18:26:30	PreservedSpecimen	Brasil	São Paulo	FFCLRP	SPFR	10017	Plantae				Fabaceae	Medicago	sativa		Medicago sativa	L.		2006	8	25	Veneziani, R.C.S.;Furtado, N.A.J.C.	8				Groppo, M.	2006				Franca	Sítio Treze de Maio	20o26'S	47o27'W	-47.400002	-20.530001	27521		977										<nO>Erva 50cm.;</nO>	SPFR010017					
2025-12-11T18:26:30	PreservedSpecimen	Brasil	São Paulo	FFCLRP	SPFR	10120	Plantae				Fabaceae	Copaifera	langsdorffii		Copaifera langsdorffii	Desf.		2007	1	26	Costa, F.B.;Ogasawara, M.S.; Bastos, J.K.; Seito, L.N.	150				Bastos, J.K.	2007				Ribeirão Preto	Campus da USP, estacionamento E1, canteiro cultivado	21o10'S	47o48'W	-47.810001	-21.17	24390												<nO>Árvore ca. 6-7m, folhas alternas, compostas paripinadas, folíolos opostos ou alternos glabros, folhas novas avermelhadas. Panículas terminais com pequenas flores brancas. Odor adocicado;</nO>	SPFR010120					
2025-12-11T18:26:30	PreservedSpecimen	Brasil	São Paulo	FFCLRP	SPFR	10156	Plantae				Fabaceae	Macroptilium	atropurpureum		Macroptilium atropurpureum	(Sessé & Moc. ex DC.) Urb.		2007	4	4	Teixeira, S.P.;Pereira, R.A.S.	10				Teixeira, S.P.					Ubatuba				-45.07	-23.43	34265		0										<nO>Herbácea, rastejante, flores vistosas vináceas;</nO>	SPFR010156					
2025-12-11T18:26:30	PreservedSpecimen	Brasil	São Paulo	FFCLRP	SPFR	10169	Plantae				Fabaceae	Bauhinia	brevipes		Bauhinia brevipes	Vogel		2000	6	4	Mechi, M.R.;Andena, S.R.	26				Maeoka, H.M.	2023	9	29		Corumbataí		22o13'S	47o37'W	-47.619999	-22.219999	14989												<nO>Arbusto; sem látex; flores brancas; sem cheiro;</nO>	SPFR010169					
2025-12-11T18:26:30	PreservedSpecimen	Brasil	São Paulo	FFCLRP	SPFR	10171	Plantae				Fabaceae	Chamaecrista	desvauxii		Chamaecrista desvauxii	(Collad.) Killip		2001	1	25	Mechi, M.R.;Andena, S.R.	75				Andina, S.R.					Santa Rita do Passa Quatro	Parque Estadual de Vassununga - Gleba de Cerrado Pé de Gigante	21o37'S	47o37'W	-47.470001	-21.709999	24893												<nO>Herbácea, 80cm alt.; flores isoladas, amarelas, sem cheiro; sem látex;</nO>	SPFR010171					
2025-12-11T18:26:30	PreservedSpecimen	Brasil	São Paulo	FFCLRP	SPFR	10274	Plantae				Fabaceae	Senegalia	polyphylla		Senegalia polyphylla	(DC.) Britton & Rose		1993	2	2	Mechi, M.R.;Mateus, S.	171				Maeoka, H.M.	2023	11	10		Luiz Antônio		21o34'S	47o43'W	0	0													<nO>Flores brancacentas; perfume; folhas alternas penadas; ramos amarronzados; folhas verdes-escuras; ramos com espinhos, caule +/- 10 cm de diâmetro e +/-8m altura;Cerrado</nO>	SPFR010274					
2025-12-11T18:26:30	PreservedSpecimen	Brasil	São Paulo	FFCLRP	SPFR	10286	Plantae				Fabaceae	Crotalaria	vitellina		Crotalaria vitellina	Ker. Gawl.		2001	1	8	Mechi, M.R.;Andena, S.R.	71				Andina, S.R.					Santa Rita do Passa Quatro	Parque Estadual de Vassununga - Gleba de Cerrado Pé de Gigante	21o37'S	47o37'W	-47.470001	-21.709999	24893												<nO>Herbácea; flores amarelas; sem cheiro; sem látex;</nO>	SPFR010286					
2025-12-11T18:26:30	PreservedSpecimen	Brasil	São Paulo	FFCLRP	SPFR	10290	Plantae				Fabaceae	Stylosanthes	guianensis		Stylosanthes guianensis	(Aubl.) Sw.		2001	5	26	Mechi, M.R.;Andena, S.R.	131				Mechi, M.R.					Corumbataí				-47.619999	-22.219999	14989												<nO>Herbácea; flores amarelas; sem cheiro; sem látex;</nO>	SPFR010290					
2025-12-11T18:26:30	PreservedSpecimen	Brasil	São Paulo	FFCLRP	SPFR	10378	Plantae				Fabaceae	Periandra	mediterranea		Periandra mediterranea	(Vell.) Taub.		2001	1	25	Mechi, M.R.;Andena, S.R.	73				Mechi, M.R.					Santa Rita do Passa Quatro		21o37'S	47o37'W	-47.470001	-21.709999	24893												<nO>Arbusto de 1,8m alt.; sem látex; flores com corola roxa (listra branca no centro da pétala); sem cheiro; folhas alternas;</nO>	SPFR010378					
2025-12-11T18:26:30	PreservedSpecimen	Brasil	São Paulo	FFCLRP	SPFR	10401	Plantae				Fabaceae	Chamaecrista	debilis		Chamaecrista debilis	(Vogel) H.S.Irwin & Barneby		2001	4	4	Mechi, M.R.;Andena, S.R.	59				Mechi, M.R.					Santa Rita do Passa Quatro		21o37'S	47o37'W	-47.470001	-21.709999	24893												<nO>Arbusto de 1,6m alt.; sem látex; folhas pinadas, multifoliadas, pecioladas; estípulas lineares; corola amarela, dialipétala, anteras remosas;</nO>	SPFR010401					
2025-12-11T18:26:30	PreservedSpecimen	Brasil	São Paulo	FFCLRP	SPFR	10409	Plantae				Fabaceae	Deguelia	nitidula		Deguelia nitidula	(Benth.) A.M.G. Azevedo & R.A.Camargo		2001	5	8	Mechi, M.R.;Andena, S.R.	105				Mechi, M.R.					Santa Rita do Passa Quatro		21o37'S	47o37'W	-47.470001	-21.709999	24893												<nO>Liana; corola lilás, sem cheiro; caule pubescente; folhas opostas;</nO>	SPFR010409					
2025-12-11T18:26:30	PreservedSpecimen	Brasil	São Paulo	FFCLRP	SPFR	10505	Plantae				Fabaceae	Periandra	mediterranea		Periandra mediterranea	(Vell.) Taub.		1997	12	16	Torezan;Arima, L.I.A.; Pimenta, J.A.; Resende, J.C.F.; Sifuentes, D.V.O.; Torezan, J.M.	704				Torezan					Bom Sucesso de Itararé				-49.139999	-24.309999	14955												<nO>Arbusto com 2m, flor violeta;Campo, fenda de rocha</nO>	SPFR010505					
2025-12-11T18:26:30	PreservedSpecimen	Brasil	São Paulo	FFCLRP	SPFR	10730	Plantae				Fabaceae	Rhynchosia	phaseoloides		Rhynchosia phaseoloides	(Sw.) DC.		2007	10	26	Groppo, M.;Tanaka, G.K.; Gallardo, R.H.B.	1502				Groppo, M.	2007				Ribeirão Preto	Estação Ecológica de Ribeirão Preto (Mata de Santa Tereza). Na borda da reserva, na face em frente à rodovia	21o13'S	47o50'W	-47.810001	-21.17	24390		581										<nO>Liana. Frutos com tricomas acastanhados. Sementes com testa luzidia, vermelho e preto vivo. Meio sol.;Floresta Estacional Semidecidual</nO>	SPFR010730					
2025-12-11T18:26:30	PreservedSpecimen	Brasil	São Paulo	FFCLRP	SPFR	10895	Plantae				Fabaceae	Mucuna	pruriens		Mucuna pruriens	(L.) DC.		2007	4	3	Alves, J.P.B.;Ogasawara, M.S.	11				Teixeira, S.P.	2007				Ribeirão Preto	Campus USP, estacionamento da FCF-RP	21o10'10"S	47o50'54"W	-47.810001	-21.17	24390												<nO>Liana trifoliolada com estipelas sobre bambuzeiro. Inflorescência pseudo-racemosa pendente, com flores de cálice esverdeado e corola púrpura. Estames heteromórficos com filetes grossos e finos. Sementes pretas e lisas, com arilo proeminente e verde claro;</nO>	SPFR010895					
2025-12-11T18:26:30	PreservedSpecimen	Brasil	São Paulo	FFCLRP	SPFR	10898	Plantae				Fabaceae	Dalbergia	villosa		Dalbergia villosa	(Benth.) Benth.		2008	2	10	Silva, K.F.;Oliani, R.F.	69				Silva, K.F.	2008				Analândia				-47.66	-22.120001	14271												<nO>Árvore ca. 5m alt.; flores alvas, perfumadas;Mata semidecídua</nO>	SPFR010898					
2025-12-11T18:26:30	PreservedSpecimen	Brasil	São Paulo	FFCLRP	SPFR	10971	Plantae				Fabaceae	Dimorphandra	mollis		Dimorphandra mollis	Benth.		2006	9	23	Groppo, M.	1227				Pires, M.H.; Groppo, M.	2008				Altinópolis		21o01'S	47o22'W	-47.369999	-21.02	30403												<nO>Árvore ca. 5m. Frutos enegrecidos, eretos;Área de cerrado senso stricto próxima ao Morro do Forno, cercada por canaviais</nO>	SPFR010971					
2025-12-11T18:26:30	PreservedSpecimen	Brasil	São Paulo	FFCLRP	SPFR	11	Plantae				Fabaceae							1989	11	28	Stranghetti, V.;Grombone, M.T.; Martins, Z.; et al.	22883									Boracéia				-48.77	-22.190001	10241												<nO>Flores brancas, estames amarelos, arbusto com cerda de 2m;Mata de restinga</nO>	SPFR000011					
2025-12-11T18:26:30	PreservedSpecimen	Brasil	São Paulo	FFCLRP	SPFR	11016	Plantae				Fabaceae	Chamaecrista			Chamaecrista			2004	8		Nascimento, E.A.	s.n.									Luiz Antônio		21o34'S	47o44'W	0	0													<nO>Arbustivo, 1m alt. Beira de estrada;Cerrado</nO>	SPFR011016					
2025-12-11T18:26:30	PreservedSpecimen	Brasil	São Paulo	FFCLRP	SPFR	11168	Plantae				Fabaceae	Rhynchosia	phaseoloides		Rhynchosia phaseoloides	(Sw.) DC.		2006	6	6	Grandi, L.A.;Groppo, M.	12				Groppo, M.	2008				Ribeirão Preto	Estação Ecológica de Ribeirão Preto (Mata Santa Tereza). Ao lado da sede da Estação Ecológica	21o13'09,4"S	47o50'24,2"W	-47.810001	-21.17	24390		584										<nO>Liana com o caule piloso e volúvel. Folhas com ambas as faces pilosas. Flores com pétalas amarelas e estandarte amarronzado.;</nO>	SPFR011168					
2025-12-11T18:26:30	PreservedSpecimen	Brasil	São Paulo	FFCLRP	SPFR	11438	Plantae				Fabaceae	Albizia			Albizia			2007	9	10	Pansarin, E.R.	1251									Jaboticabal		21o15'17"S	48o19'20"W	-48.32	-21.25	22420		600										<nO>Árvore ca. 5m. Coletada na borda da mata em local perturbado;Área de Mata Ciliar adjacente à plantação de cana-de-açúcar</nO>	SPFR011438					
2025-12-11T18:26:30	PreservedSpecimen	Brasil	São Paulo	FFCLRP	SPFR	11462	Plantae				Fabaceae	Centrosema	sagittatum		Centrosema sagittatum	(Humb. & Bonpl. ex Willd.) Brandegee		2008	5	1	Groppo, M.	1649				Ferreto, V.	2024	4	15		Santa Rita do Passa Quatro	Estação Ecológica de Vassununga, gleba Capetinga Oeste	21o42'S	47o28'W	-47.470001	-21.709999	24893												<nO>Trepadeira delicada na borda da mata. Folhas simples. Corola esbranquiçada no ápice das alas e carena, azulada lilás no estandarte;Floresta Estacional Semidecidual</nO>	SPFR011462					
2025-12-11T18:26:30	PreservedSpecimen	Brasil	São Paulo	FFCLRP	SPFR	11533	Plantae				Fabaceae	Parapiptadenia	rigida		Parapiptadenia rigida	(Benth.) Brenan		2006	6	13	Pansarin, E.R.	1201				Maeoka, H.M.	2023	11	17		Jaboticabal		21o15'17"S	48o19'20"W	-48.32	-21.25	22420		600										<nO>;Área de Mata Ciliar adjacente à plantação de cana-de-açúcar</nO>	SPFR011533					
