Origin Image,Barcode,Herbarium of Origin,Associated duplicates in Virtual Herbarium,Indicated duplicates the voucher specimen,Rank:,Scientific Name,"Determination qualifier (cf., aff. ou !)",Family,Genus,Species,subsp./var./forma,Author of Taxon,Determiner,Determination Date ,Type,Collector,Other Collectors,Collection Number,From:,To:,Plant description,Country,State,City,Description of Location,Elevation Minimum,Elevation Maximum,Measurement unit,Latitude Minimum,Latitude Maximum,Longitude Minimum,Longitude Maximum,Comments,Updated by,Updated
NY,NY00590943,NY,,,Species,FABACEAE Crotalaria micans Link,,Fabaceae,Crotalaria,micans,,Link,D. R. Windler,--/--/1982,no,A. C. Filho,,193,21/01/1980,,,Brazil,São Paulo,,Fazenda Campininha,,,METRO,"22º 15' 0"" S",,"47º 7' 30"" W",,,,
NY,NY00590944,NY,,,Species,FABACEAE Crotalaria micans Link,,Fabaceae,Crotalaria,micans,,Link,D. R. Windler,--/--/1981,no,G. Eiten,,5798,04/02/1965,,,Brazil,São Paulo,,"Along highway from Sorocaba to Itapetininga, at ca. km 157",,,METRO,"23º 34' 48"" S",,"47º 58' 12"" W",,,,
NY,NY00590945,NY,,,Species,FABACEAE Crotalaria anagyroides Kunth,,Fabaceae,Crotalaria,anagyroides,,Kunth,No determiner,,no,G. K. Gottsberger,,12-14272,14/02/1972,,,Brazil,São Paulo,,"Road to Itatinga, Rio Pardo",,,METRO,"23º 0' 0"" S",,"48º 30' 0"" W",,,,
NY,NY00590947,NY,,,Species,FABACEAE Crotalaria anagyroides Kunth,,Fabaceae,Crotalaria,anagyroides,,Kunth,No determiner,,no,C. M. de Souza,,7254,26/01/1984,,,Brazil,São Paulo,,"Vila Albertina, Jardim Dayse",,,METRO,"23º 32' 25"" S",,"46º 37' 48"" W",,,,
NY,NY00590950,NY,,,Species,FABACEAE Crotalaria anagyroides Kunth,,Fabaceae,Crotalaria,anagyroides,,Kunth,D. R. Windler,--/--/1977,no,F. C. Hoehne,,28801,28/01/1932,,,Brazil,São Paulo,,Jardim Botânico,,,METRO,"23º 38' 46"" S",,"46º 37' 6"" W",,"Planta viva, no. 238.",,
NY,NY00593297,NY,,,Species,FABACEAE biancaea decapetala (Roth) O.Deg.,,Fabaceae,biancaea,decapetala,,(Roth) O.Deg.,No determiner,--/--/2018,no,L. P. de Queiroz,,2859,12/06/1991,,,Brazil,São Paulo,,Campus de UNICAMP,,,METRO,"22º 53' 60"" S",,"47º 3' 36"" W",,,,
NY,NY00593299,NY,,,Species,FABACEAE biancaea decapetala (Roth) O.Deg.,,Fabaceae,biancaea,decapetala,,(Roth) O.Deg.,No determiner,--/--/2018,no,I. Sazima,,2847,08/08/1976,,,Brazil,São Paulo,,Souzas,,,METRO,"22º 51' 58"" S",,"46º 57' 48"" W",,,,
NY,NY00593300,NY,,,Species,FABACEAE biancaea decapetala (Roth) O.Deg.,,Fabaceae,biancaea,decapetala,,(Roth) O.Deg.,No determiner,--/--/2018,no,J. M. Pires,,57918,09/06/1964,,,Brazil,São Paulo,,Valentim Gentil,,,METRO,"20º 25' 13"" S",,"50º 4' 48"" W",,Exploration of New Brazilian Highways,,
NY,NY00593301,NY,,,Species,FABACEAE biancaea decapetala (Roth) O.Deg.,,Fabaceae,biancaea,decapetala,,(Roth) O.Deg.,No determiner,--/--/2018,no,G. K. Gottsberger,,138870,08/08/1970,,,Brazil,São Paulo,,Fazenda Sta. Maria de Araguá,,,METRO,"22º 52' 48"" S",,"48º 26' 23"" W",,,,
NY,NY00593552,NY,,,Species,FABACEAE ,,Fabaceae,Dalbergia,frutescens,,,A. M. V. de Carvalho,--/--/1991,no,N. A. Rosa,,2803,19/11/1980,,,Brazil,São Paulo,,Reserva do Instituto de Botânica de Sao Paulo,,,METRO,"23º 32' 25"" S",,"46º 37' 48"" W",,,,
NY,NY00593553,NY,,,Species,FABACEAE Dalbergia frutescens (Vell.) Britton,,Fabaceae,Dalbergia,frutescens,,(Vell.) Britton,W. Mantovani,12/09/1980,no,M. M. da R. F. de Melo,,114,16/11/1978,,,Brazil,São Paulo,,"Sao Paulo, Reserva Biologica, Parque Estadual das Fontes do Ipiranga",,,METRO,"23º 39' 16"" S",,"46º 37' 19"" W",,,,
NY,NY00593554,NY,,,Species,FABACEAE ,,Fabaceae,Dalbergia,frutescens,,,O. Handro,01/12/1964,no,M. Kuhlmann,,36,15/12/1942,,,Brazil,São Paulo,,"Amparo, Monte Alegre, Estaçao Experimental",,,METRO,,,,,,,
NY,NY00593555,NY,,,Species,FABACEAE ,,Fabaceae,Dalbergia,frutescens,,,A. M. V. de Carvalho,--/--/1991,no,P. E. Gibbs,,3487,09/11/1976,,,Brazil,São Paulo,,Ubatuba.  Dunas ou restinga na Praia de Itamambucá,,,METRO,,,,,,,
NY,NY00593556,NY,,,Species,FABACEAE ,,Fabaceae,Dalbergia,frutescens,,,A. M. V. de Carvalho,--/--/1991,no,J. Mattos,,8898,29/04/1961,,,Brazil,São Paulo,,"Sao Jose dos Campos, 3 km leste da cidade",,,METRO,"23º 10' 13"" S",,"45º 52' 48"" W",,,,
NY,NY00593557,NY,,,Species,FABACEAE ,,Fabaceae,Dalbergia,frutescens,,,O. Handro,01/12/1964,no,F. C. Hoehne,,s/n¦,04/12/1931,,,Brazil,São Paulo,,"Sao Paulo, nativa no Parque do Estado e Jardim Botânico",,,METRO,"23º 39' 16"" S",,"46º 37' 19"" W",,,,
NY,NY00593558,NY,,,Species,FABACEAE ,,Fabaceae,Dalbergia,frutescens,,,No determiner,,no,W. Hoehne,,s.n.,19/11/1951,,,Brazil,São Paulo,,Limeira,,,METRO,"22º 33' 36"" S",,"47º 23' 60"" W",,,,
NY,NY00593559,NY,,,Species,FABACEAE ,,Fabaceae,Dalbergia,frutescens,,,A. M. V. de Carvalho,--/--/1991,no,J. I. de Lima,,s.n.,01/12/1942,,,Brazil,São Paulo,,Itapetinga,,,METRO,,,,,,,
NY,NY00593560,NY,,,Species,FABACEAE ,,Fabaceae,Dalbergia,frutescens,,,No determiner,,no,K. Kubitzki,,81-2,11/02/1981,,,Brazil,São Paulo,,Reserva Florestal Estadual de Cunha,,,METRO,"23º 15' 50"" S",,"45º 3' 9"" W",,,,
NY,NY00593561,NY,,,Species,FABACEAE ,,Fabaceae,Dalbergia,frutescens,,,A. M. V. de Carvalho,--/--/1991,no,F. C. Hoehne,,s.n.,09/12/1931,,,Brazil,São Paulo,,Jardim Botanico,,,METRO,"23º 38' 46"" S",,"46º 37' 6"" W",,,,
NY,NY00593562,NY,,,Species,FABACEAE ,,Fabaceae,Dalbergia,frutescens,,,A. M. V. de Carvalho,--/--/1991,no,F. C. Hoehne,,s.n.,,,,Brazil,São Paulo,,,,,METRO,,,,,,,
NY,NY00593563,NY,,,Species,FABACEAE ,,Fabaceae,Dalbergia,frutescens,,,G. P. Lewis,14/02/1982,no,W. Hoehne,,s.n.,19/11/1951,,,Brazil,São Paulo,,"Campinas, Via Anhanguera",,,METRO,,,,,,,
NY,NY00593564,NY,,,Species,FABACEAE ,,Fabaceae,Dalbergia,frutescens,,,W. Mantovani,--/10/1981,no,S. L. Jung-Mendaçolli,,352,13/11/1980,,,Brazil,São Paulo,,"Sao Paulo, Reserva Biologica, Parque Estadual das Fontas do Ipiranga",,,METRO,"23º 39' 16"" S",,"46º 37' 19"" W",,,,
NY,NY00593630,NY,,,Species,FABACEAE Dalbergia miscolobium Benth.,,Fabaceae,Dalbergia,miscolobium,,Benth.,H. C. de Lima,,no,J. J. de Lima,,s.n.,12/02/1949,,,Brazil,São Paulo,,Limeira,,,METRO,"22º 33' 36"" S",,"47º 23' 60"" W",,,,
NY,NY00593631,NY,,,Species,FABACEAE Dalbergia miscolobium Benth.,,Fabaceae,Dalbergia,miscolobium,,Benth.,A. M. V. de Carvalho,--/--/1991,no,C. M. Oliveira,,107,19/03/1981,,,Brazil,São Paulo,,"Mogi-Guaçu, Martinho Prado, Reserva Biologica da Fazenda Campininha",,,METRO,"22º 14' 33"" S",,"47º 9' 53"" W",,,,
NY,NY00593632,NY,,,Species,FABACEAE Dalbergia miscolobium Benth.,,Fabaceae,Dalbergia,miscolobium,,Benth.,A. M. V. de Carvalho,--/--/1991,no,S. M. de Campos,,211,17/03/1960,,,Brazil,São Paulo,,"Faz. Sta. Luzia do Campo, SSE da cid. de Itapetininga",,,METRO,"23º 35' 25"" S",,"48º 2' 59"" W",,,,
NY,NY00593633,NY,,,Species,FABACEAE Dalbergia miscolobium Benth.,,Fabaceae,Dalbergia,miscolobium,,Benth.,M. T. K. Arroyo,--/--/1972,no,I. Mimura,,440,,,,Brazil,São Paulo,Sao José dos Campos,"Parte superior da encosta leste do vale do Córrego da Ressaca, 6-6 1/2 km ao SW (ao longo da Rodovia Pres. Dutra) da saída para Sao José dos Campos, 100-500 m ao lado SE da rodovia",600,600,METRO,"23º 10' 13"" S",,"45º 52' 48"" W",,,,
NY,NY00593634,NY,,,Species,FABACEAE Dalbergia miscolobium Benth.,,Fabaceae,Dalbergia,miscolobium,,Benth.,M. T. K. Arroyo,--/--/1992,no,G. Eiten,,2848,31/05/1961,,,Brazil,São Paulo,,"Ca. 7 km. S of main plaza of Sâo José dos Campos, along road to Parainuba",,,METRO,"23º 10' 13"" S",,"45º 52' 48"" W",,,,
NY,NY00593635,NY,,,Species,FABACEAE Dalbergia miscolobium Benth.,,Fabaceae,Dalbergia,miscolobium,,Benth.,A. M. V. de Carvalho,--/--/1991,no,I. Mimura,,227,30/01/1962,,,Brazil,São Paulo,,"Ca. 8,0 km SW em linha reta da praça principal de Sâo José dos Campos",,,METRO,"23º 10' 13"" S",,"45º 52' 48"" W",,,,
NY,NY00593636,NY,,,Species,FABACEAE Dalbergia miscolobium Benth.,,Fabaceae,Dalbergia,miscolobium,,Benth.,F. C. Hoehne,,no,F. C. Hoehne,,s.n.,08/01/1920,,,Brazil,São Paulo,,"Butantan, S. Paulo",,,METRO,"23º 33' 56"" S",,"46º 43' 28"" W",,,,
NY,NY00594112,NY,,,Species,FABACEAE Dalbergia nigra (Vell.) Allemão ex Benth.,,Fabaceae,Dalbergia,nigra,,(Vell.) Allemão ex Benth.,L. P. de Queiroz,,no,L. P. de Queiroz,,2861,16/10/1990,,,Brazil,São Paulo,,,,,METRO,,,,,,,
NY,NY00594113,NY,,,Species,FABACEAE Dalbergia nigra (Vell.) Allemão ex Benth.,,Fabaceae,Dalbergia,nigra,,(Vell.) Allemão ex Benth.,F. C. Hoehne,,no,M. Koscinsky,,273,--/12/1934,,,Brazil,São Paulo,,,,,METRO,,,,,,,
NY,NY00594115,NY,,,Variety,FABACEAE Dalbergia villosa subsp. villosa (Benth.) Benth.,,Fabaceae,Dalbergia,villosa,villosa,(Benth.) Benth.,A. M. V. de Carvalho,01/06/1989,no,C. Lemos,,s.n.,17/01/1934,,,Brazil,São Paulo,,Capital,,,METRO,"23º 32' 25"" S",,"46º 37' 48"" W",,Col. Cel. Lemos Sbo,,
NY,NY00594116,NY,,,Variety,FABACEAE Dalbergia villosa subsp. villosa (Benth.) Benth.,,Fabaceae,Dalbergia,villosa,villosa,(Benth.) Benth.,A. M. V. de Carvalho,01/06/1989,no,C. Lemos,,31374s.n.,,,,Brazil,São Paulo,,,,,METRO,,,,,,,
NY,NY00594117,NY,,,Variety,FABACEAE Dalbergia villosa subsp. villosa (Benth.) Benth.,,Fabaceae,Dalbergia,villosa,villosa,(Benth.) Benth.,A. M. V. de Carvalho,01/06/1989,no,H. M. de Souza,,s.n.,10/02/1968,,,Brazil,São Paulo,,Jaboticabal.  Nativa a beira da rodovia para Araraquara,,,METRO,,,,,,,
NY,NY00594118,NY,,,Species,FABACEAE ,,Fabaceae,dalbergia,villosa,,,F. C. Hoehne,,no,M. Kuhlmann,,632,07/04/1943,,,Brazil,São Paulo,,"Amparo, Monte Alegre.  Alto do morro da Capela.  Serra Negra",,,METRO,,,,,,,
NY,NY00594120,NY,,,Species,FABACEAE ,,Fabaceae,dalbergia,villosa,,,F. C. Hoehne,,no,C. Lemos,,s.n.,,,,Brazil,São Paulo,,"Rua Marques de Itú, casa n° 2",,,METRO,,,,,,,
NY,NY00594139,NY,,,Species,FABACEAE Dalbergia lateriflora Benth.,,Fabaceae,Dalbergia,lateriflora,,Benth.,F. C. Hoehne,,no,F. C. Hoehne,,s.n.,20/09/1929,,,Brazil,São Paulo,,Iguape,,,METRO,"24º 42' 1"" S",,"47º 32' 59"" W",,,,
NY,NY00594147,NY,,,Species,FABACEAE ,,Fabaceae,Desmodium,adscendens,,,B. G. Schubert,01/03/1950,no,F. C. Hoehne,,s.n.,25/01/1918,,,Brazil,São Paulo,,Butanana,,,METRO,,,,,,,
NY,NY00594148,NY,,,Species,FABACEAE ,,Fabaceae,Desmodium,adscendens,,,W. Mantovani,12/09/1980,no,J. de S. Silva,,251,18/02/1974,,,Brazil,São Paulo,,"Sao Paulo, Sao Paulo, nativa no Jardim Botânico, Parque do Estado",,,METRO,"23º 38' 46"" S",,"46º 37' 6"" W",,,,
NY,NY00594149,NY,,,Species,FABACEAE ,,Fabaceae,Desmodium,adscendens,,,M. Blasco Capdevila,24/08/1991,no,H. de F. Leitão Filho,,1697,,,,Brazil,São Paulo,Itararé,"Nativo a 17 km ao sul de Itataré, na Rodovia do Horto Florestal",,,METRO,"24º 6' 37"" S",,"49º 20' 24"" W",,,,
NY,NY00594150,NY,,,Species,FABACEAE ,,Fabaceae,Desmodium,adscendens,,,N. F. de Mattos,--/--/1963,no,C. Moura,,73,18/01/1963,,,Brazil,São Paulo,,"Cultivada na Fazenda Experimental do IBEC, em Matâo, en Sao Paulo",,,METRO,,,,,,,
NY,NY00594151,NY,,,Species,FABACEAE ,,Fabaceae,Desmodium,adscendens,,,B. G. Schubert,01/07/1965,no,D. O. Norris,,177,19/04/1964,,,Brazil,São Paulo,,Intersection of S. Paulo-Campinas highway with turnoff road to Valinhos.  11.5 km SE of Campinas,,,METRO,"22º 58' 48"" S",,"47º 1' 12"" W",,,,
NY,NY00594166,NY,,,Species,FABACEAE Desmodium affine Schltdl.,,Fabaceae,Desmodium,affine,,Schltdl.,No determiner,,no,W. Hoehne,,s.n.,14/04/1950,,,Brazil,São Paulo,,Pastos do Retiro,,,METRO,"20º 16' 8"" S",,"50º 32' 55"" W",,,,
NY,NY00594167,NY,,,Species,FABACEAE Desmodium affine Schltdl.,,Fabaceae,Desmodium,affine,,Schltdl.,B. G. Schubert,01/03/1950,no,H. Luederwaldt,,s.n.,02/02/1908,,,Brazil,São Paulo,,Ipiranga,,,METRO,"23º 32' 25"" S",,"46º 37' 48"" W",,,,
NY,NY00594168,NY,,,Species,FABACEAE Desmodium affine Schltdl.,,Fabaceae,Desmodium,affine,,Schltdl.,E. P. Killip,,no,W. A. Archer,,4203,12/10/1936,,,Brazil,São Paulo,,"Along river at Usina, 9 K. west of Santa Cruz do Rio Pardo",,,METRO,,,,,,,
NY,NY00594169,NY,,,Species,FABACEAE Desmodium affine Schltdl.,,Fabaceae,Desmodium,affine,,Schltdl.,J. F. de Toledo,01/07/1947,no,J. Aloisi,,s.n.,19/02/1941,,,Brazil,São Paulo,,Salto Grande,,,METRO,,,,,,,
NY,NY00594170,NY,,,Species,FABACEAE Desmodium affine Schltdl.,,Fabaceae,Desmodium,affine,,Schltdl.,J. F. de Toledo,01/07/1947,no,H. Luederwaldt,,s.n.,02/02/1908,,,Brazil,São Paulo,,"Sao Paulo, Sao Paulo, Ypiranga",,,METRO,"23º 32' 25"" S",,"46º 37' 48"" W",,,,
NY,NY00594210,NY,,,Species,FABACEAE ,,Fabaceae,Desmodium,barbatum,,,M. Blasco Capdevila,24/08/1991,no,H. de F. Leitão Filho,,1659,11/02/1976,,,Brazil,São Paulo,,Nativo à margem da Rodovia Castelo Branco,,,METRO,"23º 30' 0"" S",,"47º 27' 0"" W",,,,
NY,NY00594211,NY,,,Species,FABACEAE ,,Fabaceae,Desmodium,barbatum,,,J. F. de Toledo,01/06/1947,no,G. P. Viégas,,s.n.,03/04/1943,,,Brazil,São Paulo,,Rio das Pedras,,,METRO,,,,,,,
NY,NY00594212,NY,,,Species,FABACEAE ,,Fabaceae,Desmodium,barbatum,,,J. F. de Toledo,01/06/1947,no,O. Handro,,s.n.,04/03/1932,,,Brazil,São Paulo,,"Sao Paulo, Sao Paulo, nativa no Jardim Botânico",,,METRO,"23º 38' 46"" S",,"46º 37' 6"" W",,,,
NY,NY00594213,NY,,,Species,FABACEAE ,,Fabaceae,Desmodium,barbatum,,,A. M. G. de Azevedo-Tozzi,28/04/1980,no,J. R. S. Zamith,,100,08/02/1938,,,Brazil,São Paulo,,Nova Odessa,,,METRO,,,,,,,
NY,NY00594214,NY,,,Species,FABACEAE ,,Fabaceae,Desmodium,barbatum,,,B. G. Schubert,--/07/1981,no,D. O. Norris,,175,19/04/1964,,,Brazil,São Paulo,,Intersection of S. Paulo - Campinas highway with turnoff road to Valinhos.  11.5 km SE of Campinas,,,METRO,"22º 58' 48"" S",,"47º 1' 12"" W",,,,
NY,NY00594215,NY,,,Species,FABACEAE ,,Fabaceae,Desmodium,barbatum,,,B. G. Schubert,--/07/1981,no,D. O. Norris,,193,29/04/1964,,,Brazil,São Paulo,,Near city of Matâo,,,METRO,"21º 36' 1"" S",,"48º 21' 36"" W",,,,
NY,NY00594216,NY,,,Species,FABACEAE ,,Fabaceae,Desmodium,barbatum,,,No determiner,,no,J. I. de Lima,,s.n.,03/02/1951,,,Brazil,São Paulo,,Itapetininga,,,METRO,"23º 35' 25"" S",,"48º 2' 59"" W",,,,
NY,NY00594217,NY,,,Species,FABACEAE Desmodium barbatum (L.) Benth.,,Fabaceae,Desmodium,barbatum,,(L.) Benth.,F. J. Hermann,,no,W. Hartley,,SH198,16/03/1948,,,Brazil,São Paulo,,Butantan,,,METRO,"23º 33' 56"" S",,"46º 43' 28"" W",,Seed collected: No. 340,,
NY,NY00594218,NY,,,Species,FABACEAE ,,Fabaceae,Desmodium,barbatum,,,J. F. de Toledo,01/06/1947,no,J. R. S. Zamith,,62,17/02/1937,,,Brazil,São Paulo,,"Est. Sâo Paulo, Sâo Paulo",,,METRO,"23º 32' 25"" S",,"46º 37' 48"" W",,,,
NY,NY00594219,NY,,,Species,FABACEAE ,,Fabaceae,Desmodium,barbatum,,,B. G. Schubert,01/03/1950,no,F. C. Hoehne,,s.n.,04/03/1932,,,Brazil,São Paulo,,Jardim Botanico,,,METRO,"23º 38' 46"" S",,"46º 37' 6"" W",,,,
NY,NY00594241,NY,,,Variety,FABACEAE Desmodium axillare subsp. acutifolium (Kuntze) Urb.,,Fabaceae,Desmodium,axillare,acutifolium,(Kuntze) Urb.,No determiner,,no,F. C. Hoehne,,s.n.,23/03/1938,,,Brazil,São Paulo,,Guarujá,,,METRO,"23º 57' 52"" S",,"46º 13' 8"" W",,,,
NY,NY00594255,NY,,,Species,FABACEAE Desmodium discolor Vogel,,Fabaceae,Desmodium,discolor,,Vogel,N. M. de S. C. Costa,25/08/1987,no,L. Coradin,,8245,25/08/1987,,,Brazil,São Paulo,,Rodovia Ubatuba - Paraty (BR-101) Km 51,,,METRO,"23º 18' 0"" S",,"44º 45' 0"" W",,Interesse Econômico Melhoramento Forrageiras.  Material Coletado Exsicatas/Sementes.  Cod Produto 2318S.  Cod do Acesso BRA-011339,,
NY,NY00594256,NY,,,Species,FABACEAE Desmodium discolor Vogel,,Fabaceae,Desmodium,discolor,,Vogel,R. S. Cowan,,no,S. M. de Campos,,185,15/03/1960,,,Brazil,São Paulo,,"Km. 125, estrada Sao Paulo-Itapetininga",,,METRO,"23º 35' 25"" S",,"48º 2' 59"" W",,Pollen sample removed - Paulo De Oliveira - Ohio State Univ. - 4/11/92,,
NY,NY00594257,NY,,,Species,FABACEAE Desmodium discolor Vogel,,Fabaceae,Desmodium,discolor,,Vogel,No determiner,,no,F. C. Hoehne,,s.n.,20/01/1918,,,Brazil,São Paulo,,Butantan,,,METRO,"23º 33' 56"" S",,"46º 43' 28"" W",,,,
NY,NY00594258,NY,,,Species,FABACEAE Desmodium discolor Vogel,,Fabaceae,Desmodium,discolor,,Vogel,No determiner,,no,W. Hoehne,,s.n.,03/03/1942,,,Brazil,São Paulo,,Prox. ao Jaraguá,,,METRO,"23º 32' 25"" S",,"46º 37' 48"" W",,,,
NY,NY00594283,NY,,,Species,FABACEAE Desmodium incanum (Sw.) DC.,,Fabaceae,Desmodium,incanum,,(Sw.) DC.,B. G. Schubert,--/06/1981,no,T. Hymowitz,,2341,--/--/1966,,,Brazil,São Paulo,,"Cultivated in IRI experimental plot, Matâo, Sâo Paulo",,,METRO,,,,,,,
NY,NY00594284,NY,,,Species,FABACEAE Desmodium incanum (Sw.) DC.,,Fabaceae,Desmodium,incanum,,(Sw.) DC.,B. G. Schubert,--/07/1981,no,T. Hymowitz,,2307,--/--/1966,,,Brazil,São Paulo,,"Cultivated in IRI experimental plot, Matâo, Sâo Paulo",,,METRO,,,,,,,
NY,NY00594285,NY,,,Species,FABACEAE Desmodium incanum (Sw.) DC.,,Fabaceae,Desmodium,incanum,,(Sw.) DC.,B. G. Schubert,--/07/1981,no,T. Hymowitz,,2344,--/--/1966,,,Brazil,São Paulo,,"Cultivated in IRI experimental plot, Matâo, Sâo Paulo",,,METRO,,,,,,,
NY,NY00594286,NY,,,Species,FABACEAE Desmodium incanum (Sw.) DC.,,Fabaceae,Desmodium,incanum,,(Sw.) DC.,B. G. Schubert,--/07/1981,no,T. Hymowitz,,2349,--/--/1966,,,Brazil,São Paulo,,"Cultivated in IRI experimental plot, Matâo, Sâo Paulo",,,METRO,,,,,,,
NY,NY00594287,NY,,,Species,FABACEAE Desmodium incanum (Sw.) DC.,,Fabaceae,Desmodium,incanum,,(Sw.) DC.,B. G. Schubert,--/07/1981,no,T. Hymowitz,,2350,--/--/1966,,,Brazil,São Paulo,,"Cultivated in IRI experimental plot, Matâo, Sâo Paulo",,,METRO,,,,,,,
NY,NY00594288,NY,,,Species,FABACEAE Desmodium incanum (Sw.) DC.,,Fabaceae,Desmodium,incanum,,(Sw.) DC.,B. G. Schubert,--/07/1981,no,T. Hymowitz,,2330,--/--/1966,,,Brazil,São Paulo,,"Cultivated in IRI experimental plot, Matâo, Sâo Paulo",,,METRO,,,,,,,
NY,NY00594289,NY,,,Species,FABACEAE Desmodium incanum (Sw.) DC.,,Fabaceae,Desmodium,incanum,,(Sw.) DC.,B. G. Schubert,--/07/1981,no,T. Hymowitz,,2334,--/--/1966,,,Brazil,São Paulo,,"Cultivated in IRI experimental plot, Matâo, Sâo Paulo",,,METRO,,,,,,,
NY,NY00594290,NY,,,Species,FABACEAE Desmodium incanum (Sw.) DC.,,Fabaceae,Desmodium,incanum,,(Sw.) DC.,B. G. Schubert,--/07/1981,no,T. Hymowitz,,2356,--/--/1966,,,Brazil,São Paulo,,"Cultivated in IRI experimental plot, Matâo, Sâo Paulo",,,METRO,,,,,,,
NY,NY00594291,NY,,,Species,FABACEAE Desmodium incanum (Sw.) DC.,,Fabaceae,Desmodium,incanum,,(Sw.) DC.,No determiner,,no,F. C. Hoehne,,s.n.,04/03/1932,,,Brazil,São Paulo,,Parque do Estado,,,METRO,"23º 39' 16"" S",,"46º 37' 19"" W",,,,
NY,NY00594292,NY,,,Species,FABACEAE Desmodium incanum (Sw.) DC.,,Fabaceae,Desmodium,incanum,,(Sw.) DC.,No determiner,,no,J. R. Mattos,,8370,23/09/1960,,,Brazil,São Paulo,,"Faz. Campininha, 3,4 km NNW de Padua Sales",,,METRO,"22º 14' 33"" S",,"47º 9' 53"" W",,,,
NY,NY00594293,NY,,,Species,FABACEAE Desmodium incanum (Sw.) DC.,,Fabaceae,Desmodium,incanum,,(Sw.) DC.,No determiner,,no,J. C. Gomes,,2628,30/03/1965,,,Brazil,São Paulo,,"Ilha Vitória, Litoral Norte",,,METRO,"23º 44' 54"" S",,"45º 1' 2"" W",,,,
NY,NY00594294,NY,,,Species,FABACEAE Desmodium incanum (Sw.) DC.,,Fabaceae,Desmodium,incanum,,(Sw.) DC.,No determiner,,no,J. Semir,,1926,27/04/1976,,,Brazil,São Paulo,,Rodovia Mogi- Guaçu- Pinhal,,,METRO,,,,,,,
NY,NY00594295,NY,,,Species,FABACEAE Desmodium incanum (Sw.) DC.,,Fabaceae,Desmodium,incanum,,(Sw.) DC.,B. G. Schubert,--/07/1981,no,D. O. Norris,,114,05/04/1964,,,Brazil,São Paulo,,"Nova Campinas, a suburb of Campinas",,,METRO,"22º 53' 60"" S",,"47º 3' 36"" W",,,,
NY,NY00594296,NY,,,Species,FABACEAE Desmodium incanum (Sw.) DC.,,Fabaceae,Desmodium,incanum,,(Sw.) DC.,B. G. Schubert,--/07/1981,no,D. O. Norris,,291,27/05/1964,,,Brazil,São Paulo,,Near village of Guatapará.  On river flat of Rio Moji-Guaçu,,,METRO,"21º 10' 13"" S",,"47º 48' 36"" W",,,,
NY,NY00594297,NY,,,Species,FABACEAE Desmodium incanum (Sw.) DC.,,Fabaceae,Desmodium,incanum,,(Sw.) DC.,B. G. Schubert,--/07/1981,no,D. O. Norris,,200,29/04/1964,,,Brazil,São Paulo,,"Border between Municípios of Araraquara & Boa Esperança do Sul: 15 km SW of city of Araraquara, where road to Jaú crossed Rio Jacaré-Guaçu",,,METRO,,,,,,,
NY,NY00594298,NY,,,Species,FABACEAE Desmodium incanum (Sw.) DC.,,Fabaceae,Desmodium,incanum,,(Sw.) DC.,B. G. Schubert,--/07/1981,no,D. O. Norris,,327,30/05/1964,,,Brazil,São Paulo,,5 km from Matâo on road to Araraquara,,,METRO,"21º 36' 1"" S",,"48º 21' 36"" W",,,,
NY,NY00594299,NY,,,Species,FABACEAE Desmodium incanum (Sw.) DC.,,Fabaceae,Desmodium,incanum,,(Sw.) DC.,B. G. Schubert,--/07/1981,no,D. O. Norris,,341,12/06/1964,,,Brazil,São Paulo,,Along Descalvado-Sâo Carlos road,,,METRO,"21º 53' 60"" S",,"47º 36' 36"" W",,,,
NY,NY00594300,NY,,,Species,FABACEAE Desmodium incanum (Sw.) DC.,,Fabaceae,Desmodium,incanum,,(Sw.) DC.,B. G. Schubert,--/07/1981,no,D. O. Norris,,340,12/06/1964,,,Brazil,São Paulo,,Near city of Descalvado,,,METRO,"21º 53' 60"" S",,"47º 36' 36"" W",,,,
NY,NY00594301,NY,,,Species,FABACEAE Desmodium incanum (Sw.) DC.,,Fabaceae,Desmodium,incanum,,(Sw.) DC.,B. G. Schubert,--/07/1981,no,D. O. Norris,,242,13/05/1964,,,Brazil,São Paulo,,,,,METRO,"21º 10' 49"" S",,"48º 53' 60"" W",,,,
NY,NY00594302,NY,,,Species,FABACEAE Desmodium incanum (Sw.) DC.,,Fabaceae,Desmodium,incanum,,(Sw.) DC.,B. G. Schubert,--/07/1981,no,D. O. Norris,,229,30/04/1964,,,Brazil,São Paulo,,Near city of Matâo,,,METRO,"21º 36' 1"" S",,"48º 21' 36"" W",,,,
NY,NY00594303,NY,,,Species,FABACEAE Desmodium incanum (Sw.) DC.,,Fabaceae,Desmodium,incanum,,(Sw.) DC.,M. Blasco Capdevila,24/08/1991,no,H. de F. Leitão Filho,,2025,08/06/1976,,,Brazil,São Paulo,,"Rodovia Presidente Prudente- Presidente Wenceslau, Km. 636",,,METRO,,,,,,,
NY,NY00594304,NY,,,Species,FABACEAE Desmodium incanum (Sw.) DC.,,Fabaceae,Desmodium,incanum,,(Sw.) DC.,M. Blasco Capdevila,20/08/1991,no,G. Eiten,,2647,18/04/1961,,,Brazil,São Paulo,,"Campos das Sete Lagôas"".  Fazenda Campininha, just north of Rio Moji-Guaçu.  3.1 km. NNW of Padua Sales.  (About 27 km. NW of city of Moji-Mirim.)",,,METRO,,,,,,,
